,Olfactory tubercle,Pons,Nucleus accumbens,Pons motor related,Subthalamic nucleus,Dorsal auditory area,Primary somatosensory area mouth,Perirhinal area,Lateral preoptic area,Central medial nucleus of the thalamus,Entorhinal area medial part,Medial septal nucleus,Ectorhinal area,Lateral hypothalamic area,Basolateral amygdalar nucleus,Anteroventral preoptic nucleus,Central amygdalar nucleus,Agranular insular area,Diagonal band nucleus,Supplemental somatosensory area,Piriform area,Ventral auditory area,Orbital area lateral part,Intercalated amygdalar nucleus,Primary auditory area,Substantia innominata,Lateral septal complex,Posterior hypothalamic nucleus,Anterior hypothalamic nucleus,Bed nuclei of the stria terminalis,Orbital area ventrolateral part,Gustatory areas,Taenia tecta,Zona incerta,Subiculum,Dorsal peduncular area,Primary visual area,Visceral area,Midbrain reticular nucleus,Infralimbic area,Temporal association areas,posteromedial visual area,Medial geniculate complex,Ventral tegmental area,Tuberal nucleus,Parasubthalamic nucleus,Retrochiasmatic area,Suprachiasmatic nucleus,Anteroventral periventricular nucleus,Culmen,Endopiriform nucleus,Entorhinal area lateral part,Lateral visual area,Anterolateral visual area,Caudoputamen,Pedunculopontine nucleus,Agranular insular area ventral part,Periaqueductal gray,Dorsal part of the lateral geniculate complex,Retrosplenial area dorsal part,Frontal pole cerebral cortex,Primary somatosensory area upper limb,Anterior amygdalar area,Field CA1,Medial habenula,Presubiculum,Subparaventricular zone,Anteroventral nucleus of thalamus,Piriform-amygdalar area,Ventral medial nucleus of the thalamus,Inferior colliculus,Claustrum,Primary motor area,Anterodorsal nucleus,Mediodorsal nucleus of thalamus,Fundus of striatum,Magnocellular nucleus,Medial preoptic area,Postsubiculum,Paraventricular nucleus of the thalamus,Anterior cingulate area dorsal part,Medial preoptic nucleus,Reticular nucleus of the thalamus,Prelimbic area,Dorsomedial nucleus of the hypothalamus,Cortical amygdalar area,Secondary motor area,Field CA3,Field CA2,Interpeduncular nucleus,Ventrolateral preoptic nucleus,Globus pallidus external segment,Periventricular zone,Orbital area medial part,Primary somatosensory area lower limb,Agranular insular area posterior part,Parasubiculum,Lateral posterior nucleus of the thalamus,Primary somatosensory area trunk,Substantia nigra compact part,Cortical amygdalar area posterior part,Ventromedial hypothalamic nucleus,Central lateral nucleus of the thalamus,Parataenial nucleus,Periventricular hypothalamic nucleus posterior part,Median preoptic nucleus,Dentate gyrus,Anterior cingulate area ventral part,Posterior amygdalar nucleus,Lateral amygdalar nucleus,Retrosplenial area ventral part,Posterior complex of the thalamus,Lateral dorsal nucleus of thalamus,Substantia nigra reticular part,Ventral anterior-lateral complex of the thalamus,Olivary pretectal nucleus,Paraventricular hypothalamic nucleus,Precommissural nucleus,Lateral habenula,Superior colliculus motor related,Medial pretectal area,Medial amygdalar nucleus,Superior colliculus sensory related
Primary somatosensory area lower limb,-0.507917783,-0.17134057,-0.327146906,-0.131590303,0.274496762,0.652545326,0.353373603,0.510059515,-0.354935158,0.498226781,0.201220165,0.526548715,0.588792325,-0.925091389,-0.572265698,0.624410015,-0.179940029,0.335944481,-0.463654668,0.00332896626,-0.437180944,0.550808544,-0.48309157,-0.639707324,0.745716695,-0.0052018051,0.696728671,0.143986813,-0.401775455,0.685520605,0.615892019,0.132961805,-0.0325493308,0.260666674,-0.209222318,0.102699735,0.379906535,-0.213073212,0.531954645,-0.549751975,0.606236828,0.234332248,0.881663917,0.40979953,-0.577210431,-0.787705402,0.15713655,0.35042336,0.089456679,-0.0293535761,-0.434184976,0.268862723,0.701196969,0.857913051,-0.434773595,-0.202345933,0.0190270732,0.426521128,0.717218443,0.683274328,-0.552229024,0.982363968,0.177796084,-0.110774404,0.17383953,0.585986339,0.150021068,0.338182048,-0.913431464,-0.205674578,0.0722001759,-0.0069510745,0.599792399,0.686194243,0.860942678,-0.371195004,-0.170255315,0.453587138,0.383111202,-0.445366844,-0.0952764155,-0.132898924,0.565382608,-0.272829884,-0.290319123,-0.503287854,0.188564482,0.633659933,-0.155938736,-0.0370771835,-0.474400629,-0.0211488822,-0.307314882,0.328852885,1,-0.59735776,-0.106852163,0.786529251,0.668314685,0.84953669,-0.344384408,-0.223134421,0.248732484,0.889083375,-0.477998177,-0.0496964581,0.428721713,-0.136862403,-0.0910886553,-0.678658649,0.636785324,0.3676839,0.537870353,-0.0563929765,-0.517585219,0.101518464,0.26270689,-0.143208956,0.101233552,0.867077031,-0.280423284,0.276741589,0.958517996
Agranular insular area posterior part,-0.153646413,-0.578147778,0.322033789,-0.0857075722,-0.281144616,-0.00000186157084,-0.101610282,0.100627943,-0.114429902,-0.935123372,0.151154406,-0.589101711,0.0772195712,0.633075314,-0.0458453608,-0.6647511,-0.521634408,-0.354217938,0.302523513,0.710484486,-0.324705707,0.291116499,-0.203542972,0.357864192,-0.103410072,-0.526095305,-0.447907609,-0.575535039,0.0810554177,-0.0557764164,-0.215930533,0.206797329,0.0783798025,-0.454828171,-0.25019764,0.611164508,-0.14892688,0.907602079,-0.980450607,0.381375825,0.138640585,0.331994213,-0.820479428,-0.630027263,0.198724648,0.274020784,-0.233436679,-0.196696919,-0.280842828,-0.0901773563,-0.012316664,0.325969803,-0.377770069,-0.568749029,0.838705639,0.602080966,-0.24069277,-0.867875236,-0.217474141,-0.178528385,0.586815135,-0.468377288,-0.698812264,-0.384619884,-0.796494021,-0.637798386,-0.725805365,-0.405341828,0.28672942,-0.150325251,-0.101274801,-0.631818484,0.0530983605,-0.623689819,-0.461167954,0.499638844,-0.474755145,-0.0565538301,-0.398978761,0.467516549,0.426303254,-0.538297011,-0.526296699,0.277543889,-0.450711949,0.321958744,0.525271093,-0.703737562,-0.537882513,-0.249367839,-0.368304774,-0.771072256,-0.418264004,-0.432115072,-0.59735776,1,0.346927402,-0.192016939,-0.806348075,-0.751527669,0.597571294,-0.571083149,-0.308171111,-0.854038442,-0.0206413087,-0.29174251,-0.466736118,0.515386961,-0.713847951,0.0782428157,-0.593633752,-0.499237159,-0.288095061,-0.366668962,0.0698758157,-0.807848413,-0.49148067,-0.459565699,-0.857979728,-0.691190531,-0.52753619,-0.711952437,-0.5478677
Parasubiculum,0.206093424,-0.653338168,0.059769813,0.267792794,-0.960731671,-0.438436719,0.870218268,0.467068378,0.17599593,-0.0890690776,0.92397838,0.527380445,0.547399965,0.340020592,0.115325471,-0.055837348,-0.628301473,0.694058149,0.642298314,0.496019965,0.165021009,0.329029957,0.0888512833,-0.506167116,0.545118194,-0.633376627,-0.0150569109,-0.51420362,0.736667321,-0.0569084761,0.114376637,0.943645637,0.02777526,-0.979170698,0.464624308,0.237598486,0.77315581,0.421726999,-0.247550296,0.505122594,0.586540166,0.688048751,-0.440889145,-0.302097568,-0.710722896,-0.356823625,-0.818503205,-0.701883728,-0.996639269,0.787471634,-0.627256595,0.867925417,0.339158246,0.0434350963,-0.172608695,0.949419536,0.726895587,-0.356741291,0.614693506,-0.160907722,0.726706615,0.04312608,-0.231868505,0.567683867,-0.572762649,-0.0174911491,-0.217665852,0.64347302,-0.180451221,-0.882563401,0.800845911,-0.79794506,0.676220599,0.327978307,0.243639895,-0.418672804,-0.762864512,0.780799392,-0.345799001,-0.423677225,-0.356962662,-0.83704525,0.551425328,-0.143003067,-0.123915954,-0.266284963,0.480450975,0.386443801,0.169871689,0.18987632,-0.542670458,-0.533484272,-0.366445512,-0.801599177,-0.106852163,0.346927402,1,0.409473871,-0.612398731,0.202286875,0.821856472,-0.376731098,0.752691871,-0.2727255,-0.30752144,-0.936482438,0.650307816,-0.421536429,-0.0771593501,0.113330053,-0.793477296,0.633077214,0.720084247,0.445754315,0.346453485,-0.313228611,-0.795260603,-0.893284571,-0.36440664,0.248296633,-0.605865405,0.0680723804,0.0216525006
Lateral posterior nucleus of the thalamus,-0.611996285,-0.492662098,-0.513061252,0.254208345,-0.24008665,0.446848478,0.685256418,0.535407145,-0.54968768,0.149926489,0.555389764,0.541987441,0.701200263,-0.697568271,-0.7177853,0.640293248,-0.712827659,0.432702222,-0.303754468,0.521299311,-0.541817783,0.842635579,-0.662731399,-0.906235527,0.924962171,-0.601312548,0.338619642,-0.448707843,-0.169011107,0.453535698,0.357812153,0.511493416,-0.318963538,-0.236860291,0.112157498,0.180917914,0.546679275,0.214270623,0.127739061,-0.450278499,0.825208211,0.429594129,0.414499936,0.363383421,-0.747665908,-0.723622681,-0.0768750152,0.183981233,-0.398978706,0.423311268,-0.883399595,0.760576786,0.921129676,0.872045597,-0.350578282,0.380390878,0.161577445,-0.100724974,0.926083007,0.759717727,-0.240224339,0.880979354,-0.302286307,0.00547178412,-0.393974207,0.634656857,-0.309521644,0.390629482,-0.845280747,-0.731704224,0.527047516,-0.581004175,0.929007413,0.527094473,0.714201978,-0.610725874,-0.725665216,0.665389867,0.404861726,-0.699462311,-0.358022783,-0.612378275,0.579647281,-0.554599412,-0.619359512,-0.779569933,0.350703153,0.568208423,-0.330139528,0.265932511,-0.761879866,-0.452986072,-0.740377121,-0.30187647,0.786529251,-0.192016939,0.409473871,1,0.0731660022,0.736913553,0.0159387407,-0.649986487,0.411461541,0.476118804,-0.844870368,-0.620460684,0.637586912,-0.344083679,-0.305309795,-0.779990904,0.216906319,0.476836427,0.825138234,0.224622998,-0.556826696,-0.120600434,-0.382562501,-0.635062969,-0.27530032,0.788857487,-0.729699659,-0.055450983,0.731557507
Primary somatosensory area trunk,0.000421366169,0.357936619,0.0676719962,-0.463778879,0.658559842,0.418730051,-0.181982595,0.164622571,0.149538966,0.719359909,-0.293945067,0.29762661,0.098102667,-0.644564374,0.00294999381,0.28746658,0.600077443,0.116087925,-0.331651317,-0.682800142,0.0478826993,-0.182189038,0.0956131171,0.00278611691,0.0988383083,0.732983465,0.725272126,0.796882811,-0.353876228,0.505014491,0.554587161,-0.352443183,0.320066989,0.659773296,-0.368192663,-0.134995447,0.0217527426,-0.684501721,0.789565715,-0.313349917,-0.0291315148,-0.144718075,0.935997229,0.262714923,-0.0844291878,-0.411977995,0.291716896,0.279788146,0.56324991,-0.460974278,0.335653101,-0.468448844,0.0606095513,0.360152,-0.393084113,-0.768247857,-0.0576909502,0.873182191,0.0788902391,0.147365858,-0.579351497,0.522423085,0.719822137,-0.0607870581,0.806997274,0.235065385,0.691881764,0.173031736,-0.443885699,0.500625198,-0.427172736,0.707855169,-0.140442221,0.544851483,0.55383681,0.0443792292,0.610128355,-0.0216470259,0.13188642,0.0419905033,0.180134813,0.535380196,0.303976505,0.187933994,0.356560677,0.0871464948,-0.170431482,0.434367235,0.257618922,-0.315263503,0.194730523,0.580694797,0.447123107,0.853432711,0.668314685,-0.806348075,-0.612398731,0.0731660022,1,0.552078646,-0.561424136,0.490882523,0.00699293496,0.894862072,0.254168102,0.622741301,0.0271623828,0.0802047741,0.331841527,-0.104610394,0.730401708,0.129317312,-0.0523217676,-0.253058964,-0.102638285,0.3977684,0.859055268,0.528933159,0.584653375,0.511527576,0.470590725,0.606236143,0.674690503
Substantia nigra compact part,-0.0978234091,-0.0578817796,-0.346335922,0.107563907,-0.130732222,0.155952564,0.657014535,0.434758268,-0.0521411655,0.777168943,0.449353082,0.876924151,0.530216633,-0.722949093,-0.238833917,0.710115271,-0.0887865482,0.711154136,-0.138102419,-0.18011056,0.0231144336,0.287757557,-0.109642663,-0.798661573,0.723284898,0.00652140234,0.633311777,0.172081823,0.0707084664,0.379926923,0.513172614,0.38844291,-0.0572428894,-0.0441925885,0.249791042,-0.193386781,0.651975394,-0.45096151,0.749209099,-0.295554577,0.523653596,0.250655203,0.758548346,0.458171562,-0.761666794,-0.75622786,-0.153078444,-0.0137884743,-0.248661607,0.404235581,-0.526386721,0.361059423,0.767350258,0.827393729,-0.809853722,-0.0221201487,0.485605568,0.572715075,0.806946086,0.409888205,-0.312707233,0.834413739,0.393945123,0.425833202,0.292419653,0.691191691,0.401402029,0.718562432,-0.752679855,-0.436952327,0.472846079,-0.00663092718,0.61346551,0.891000585,0.853544631,-0.693799982,-0.172693052,0.642608702,0.289022791,-0.718337323,-0.471029498,-0.146915856,0.872276667,-0.384400206,0.0422054113,-0.593468963,0.0166202431,0.937651097,0.304301724,0.218819991,-0.297316052,0.190654988,-0.098669787,0.0580646878,0.84953669,-0.751527669,0.202286875,0.736913553,0.552078646,1,-0.160262732,0.0330818238,0.664015377,0.85996642,-0.398537422,-0.293231322,0.810860664,-0.574601103,0.330409858,-0.370479305,0.33074768,0.786491625,0.799210592,0.393127751,-0.169520975,0.384317149,0.0591392855,-0.22475308,0.387244174,0.995785293,-0.128774119,0.595613936,0.855730632
Cortical amygdalar area posterior part,0.385220761,-0.756639136,0.59286271,-0.236330798,-0.750650425,-0.366557937,0.568065867,0.583893532,0.481475951,-0.283833272,0.788999634,0.231356761,0.540912687,0.646675576,0.401760138,-0.602002382,-0.383449874,0.510532183,0.873544594,0.373184906,0.212697679,0.137826798,0.302894785,0.0207449705,0.306550175,-0.32416623,0.117667807,-0.221577688,0.743882587,0.135992049,0.305384866,0.824463221,0.500902752,-0.909674532,0.0198748296,0.583811018,0.641968959,0.558179051,-0.446989944,0.839839565,0.477746228,0.816463132,-0.552874373,-0.790000471,-0.497652671,-0.290205767,-0.918452895,-0.860891096,-0.812563143,0.340365179,-0.142154338,0.622423443,-0.195556743,-0.435027765,0.245245785,0.83614246,0.600737012,-0.33000644,0.286279596,-0.521584886,0.961862095,-0.220887743,-0.092566687,0.350883081,-0.480744435,-0.576033921,-0.117115468,0.473728899,-0.0388989696,-0.487315997,0.335272955,-0.64144132,0.384441995,0.175086159,0.128980138,0.156198974,-0.500320086,0.638132038,-0.793138546,0.158848199,0.189796897,-0.75264824,0.300547201,0.426206125,0.0519009884,0.312227158,0.719273624,0.0734252511,0.146548105,-0.338178677,-0.48596878,-0.582802726,-0.0973201229,-0.477922626,-0.344384408,0.597571294,0.821856472,0.0159387407,-0.561424136,-0.160262732,1,-0.228678427,0.534213842,-0.430360378,0.163298913,-0.605069426,0.208345267,0.0874597723,-0.244566495,0.429010719,-0.910777302,0.314724222,0.290237997,-0.0412762559,0.623506443,-0.630041242,-0.478842323,-0.757375042,-0.50921205,-0.11184782,-0.464747038,0.0722416396,-0.118004005
Ventromedial hypothalamic nucleus,0.791889098,0.698790565,0.320704441,-0.196927797,0.194506681,-0.512501214,-0.276718724,-0.350884878,0.730259843,0.65384952,-0.33191305,0.181921634,-0.479891796,0.216800113,0.782478685,-0.112052855,0.948872121,0.148719844,0.272364784,-0.970862604,0.837096699,-0.932923415,0.851272472,0.422231044,-0.573816682,0.875872687,0.164503967,0.828608736,0.328730547,-0.295526311,-0.00510458478,-0.334689876,0.353036251,0.304366042,0.164694606,-0.535314284,-0.0962327452,-0.839863042,0.658093369,0.307248432,-0.660431962,-0.395572285,0.223432679,0.023097947,0.267976432,0.256480849,-0.034008234,-0.267804525,0.309127434,-0.137401087,0.692900786,-0.723287764,-0.477250914,-0.343673703,-0.416396124,-0.587869354,0.302935327,0.778653409,-0.471441558,-0.647560888,-0.0162249214,-0.379506371,0.870878498,0.4867797,0.906273433,-0.122739817,0.895361957,0.218760399,0.433004877,0.575450804,-0.216422616,0.852874898,-0.693594129,0.2007554,-0.128199316,0.0834094936,0.874344112,-0.28441521,-0.230710397,0.18959326,-0.0505333654,0.756641887,0.113452127,0.337606736,0.958660571,0.447573265,-0.547629858,0.211944219,0.8355497,-0.0888563312,0.820155666,0.90343173,0.975078536,0.478467755,-0.223134421,-0.571083149,-0.376731098,-0.649986487,0.490882523,0.0330818238,-0.228678427,1,0.133730616,0.247186642,0.775480809,0.574164462,-0.0152359495,-0.179679252,0.84796968,0.72797678,0.0550779323,0.183827189,-0.313592444,0.157960161,0.615444115,0.649871333,0.60262213,0.698566752,0.863118583,-0.0506240855,0.944923274,0.736545508,-0.147521908
Central lateral nucleus of the thalamus,0.46555392,-0.315246044,0.090950732,0.10125817,-0.746217378,-0.463588599,0.91353969,0.512083535,0.467199841,0.579313644,0.854043675,0.936136236,0.555565401,0.0256189655,0.329997403,0.194998015,-0.142515175,0.990856449,0.607674236,-0.100558732,0.490453172,0.0235135074,0.392791844,-0.589044509,0.57722898,-0.109577091,0.432301235,0.0589155118,0.77905727,0.0864112065,0.416712803,0.838427504,0.226312599,-0.698017028,0.498212351,-0.0540520143,0.936625194,-0.208564181,0.433695063,0.441445005,0.492033152,0.576515389,0.12469205,-0.0832556764,-0.861631697,-0.600623886,-0.794347516,-0.725088653,-0.801350354,0.730454722,-0.438449278,0.581206671,0.410401916,0.264088606,-0.674389455,0.515335384,0.965002248,0.338639706,0.70371728,-0.233816828,0.466473251,0.296759495,0.401347447,0.854921068,0.0679773424,0.209371116,0.419116268,0.98377713,-0.36803132,-0.663979222,0.744667755,-0.292600946,0.56604763,0.815734465,0.602593103,-0.583058636,-0.326273755,0.860814351,-0.305965,-0.557227524,-0.466797212,-0.455685485,0.935349918,-0.0836092409,0.336654187,-0.25634315,0.236815129,0.862132422,0.636165202,0.136944351,-0.276943332,0.0140947398,0.0833505067,-0.374287027,0.248732484,-0.308171111,0.752691871,0.411461541,0.00699293496,0.664015377,0.534213842,0.133730616,1,0.320174708,-0.0735241703,-0.641791845,0.893224432,-0.636576782,0.422735847,0.239311499,-0.472374311,0.969241845,0.82850299,0.55129352,0.491245462,0.149324763,-0.32071102,-0.558091104,0.227908076,0.666943714,-0.168745217,0.680727724,0.407923373
Parataenial nucleus,-0.124668812,0.1402559,-0.153643503,-0.241679918,0.357466625,0.408458943,0.230114883,0.362268753,0.00498276046,0.801147988,0.0590046103,0.614770363,0.376896344,-0.808834651,-0.191241852,0.551320104,0.265367395,0.415369958,-0.314739808,-0.451192414,-0.0384915873,0.111730209,-0.0725064409,-0.432410258,0.480516699,0.409422475,0.784894554,0.539067645,-0.233326873,0.557506324,0.628370211,-0.00996815312,0.155123051,0.3891685,-0.142021046,-0.130289369,0.347554979,-0.597594688,0.833621486,-0.383376723,0.305441313,0.0685316541,0.979724544,0.396527813,-0.460152267,-0.676452475,0.12082602,0.204705235,0.223523808,-0.0972734657,-0.101594167,-0.0640482747,0.464473376,0.681776348,-0.620762842,-0.467143485,0.172350688,0.791891563,0.497902076,0.362794797,-0.538644802,0.799286181,0.592472099,0.121483556,0.596122878,0.507835812,0.574734608,0.450316848,-0.712623451,0.0637754652,-0.0329211342,0.386828492,0.277314051,0.786413425,0.806533428,-0.318537255,0.237786598,0.332334419,0.250307649,-0.34274092,-0.103990852,0.210537194,0.623890339,-0.0936249714,0.166407914,-0.275825685,-0.0491667906,0.733191773,0.241082673,-0.0979770396,-0.0983599609,0.393197131,0.155990413,0.554808146,0.889083375,-0.854038442,-0.2727255,0.476118804,0.894862072,0.85996642,-0.430360378,0.247186642,0.320174708,1,-0.100566668,0.216402551,0.419244914,-0.209970728,0.300977098,-0.32298566,0.645830596,0.456932717,0.389884702,0.00650555949,-0.21083758,0.389867701,0.546795409,0.173684564,0.496811149,0.839063019,0.158345205,0.629006799,0.889958935
Periventricular hypothalamic nucleus posterior part,0.762610233,0.275737333,0.805703618,-0.624704152,0.217037305,-0.351303447,-0.421571118,-0.0810830781,0.843673486,0.171296057,-0.262239172,-0.170659435,-0.291919561,0.570445203,0.864540226,-0.70410579,0.812766443,-0.039382017,0.530953532,-0.700681451,0.641929701,-0.805846671,0.822660666,0.818348196,-0.611242378,0.821828221,0.199469728,0.777709087,0.335447425,-0.0383743827,0.172747771,-0.240239062,0.738997989,0.136855018,-0.298514439,0.0443590994,-0.135629311,-0.333454432,0.147876334,0.653391957,-0.514491345,-0.0527275467,-0.0867902634,-0.569368628,0.354930898,0.247576914,-0.236913195,-0.450395279,0.271657334,-0.470193994,0.920684475,-0.64481058,-0.886358829,-0.785673272,0.185031839,-0.374595109,0.146925311,0.461375334,-0.630631877,-0.869335432,0.364321342,-0.588416177,0.672852148,0.158950478,0.604899791,-0.717074014,0.650909635,0.0144853766,0.471334471,0.702914528,-0.546298931,0.62444969,-0.720114407,-0.0402445479,-0.234230102,0.642547536,0.76669288,-0.273758207,-0.69381337,0.723853733,0.514625815,0.489003397,-0.166550727,0.827343512,0.813031683,0.909263994,-0.0550276771,-0.193382243,0.546808554,-0.595934038,0.558665799,0.470028159,0.895450593,0.537435885,-0.477998177,-0.0206413087,-0.30752144,-0.844870368,0.254168102,-0.398537422,0.163298913,0.775480809,-0.0735241703,-0.100566668,1,0.61702711,-0.43280209,0.385807948,0.367242742,0.867388641,-0.227044677,-0.169955971,-0.612048901,-0.360533186,0.770284243,0.0384173703,0.61527516,0.500364927,0.35395963,-0.445853319,0.708940942,0.470793518,-0.30646739
Median preoptic nucleus,0.0881787171,0.600372733,0.269437923,-0.492889456,0.88638578,0.27578499,-0.859601415,-0.363406145,0.162482327,0.136586664,-0.838122783,-0.487042543,-0.509811799,-0.0946378637,0.204562691,-0.222840423,0.802546006,-0.574236428,-0.334698996,-0.653761405,0.0692346728,-0.533004032,0.208434793,0.711822223,-0.634622709,0.826338608,0.133333837,0.721522505,-0.499072503,0.0911927475,0.021855294,-0.848397369,0.28180156,0.857523686,-0.536956499,-0.132621787,-0.662921352,-0.451075608,0.257499516,-0.175492822,-0.628131896,-0.545425828,0.361163435,0.0164830015,0.686248931,0.33677799,0.57536452,0.412110939,0.921137045,-0.846453885,0.851206942,-0.932969922,-0.598205019,-0.310685238,0.224600998,-0.916943572,-0.547641125,0.472252737,-0.708710064,-0.171553978,-0.464412283,-0.212327946,0.443146512,-0.432285852,0.688932473,-0.261638029,0.418404147,-0.51333704,0.273026009,0.984576011,-0.879874055,0.874186031,-0.791454454,-0.257209399,-0.242282835,0.600802227,0.897535322,-0.713821012,0.0118490374,0.629584607,0.519103356,0.844315391,-0.497934829,0.447108579,0.382834861,0.562999382,-0.369449355,-0.377356778,0.0402127074,-0.417692737,0.609503794,0.584790951,0.615789341,0.88383159,-0.0496964581,-0.29174251,-0.936482438,-0.620460684,0.622741301,-0.293231322,-0.605069426,0.574164462,-0.641791845,0.216402551,0.61702711,1,-0.697526234,0.520394972,0.165183713,0.204533547,0.582919598,-0.583050337,-0.808091386,-0.539364573,-0.0120431136,0.236382671,0.901093814,0.898587568,0.404939035,-0.345341035,0.731925617,0.122704129,-0.0857494009
Dentate gyrus,0.168397284,-0.140960355,-0.362906359,0.443644738,-0.661319722,-0.342550846,0.895815064,0.302325077,0.0830232497,0.608941856,0.712980185,0.929927833,0.430759633,-0.283032878,-0.0144095049,0.601284154,-0.281702943,0.866951131,0.220848956,0.00311216238,0.293069796,0.185403631,0.0935547695,-0.85849304,0.633942837,-0.296095294,0.259110091,-0.154404794,0.519184602,-0.0410979948,0.193693919,0.684613791,-0.198504324,-0.518318294,0.67927112,-0.30702876,0.786809588,-0.285458217,0.512685888,0.0186732489,0.461996966,0.316830886,0.245570869,0.347247273,-0.808213358,-0.528474648,-0.471246045,-0.367424792,-0.691864657,0.851870414,-0.699034678,0.602550991,0.742251079,0.610897688,-0.837071625,0.421743985,0.783871448,0.266859102,0.791867912,0.150357805,0.105600109,0.478180595,0.207676587,0.769887828,0.00972073463,0.617738014,0.248300313,0.853052909,-0.428058351,-0.773954013,0.882103074,-0.308450028,0.653217267,0.747988512,0.57499691,-0.877761126,-0.425457817,0.743882166,0.151970602,-0.868853205,-0.756172251,-0.379590392,0.896267018,-0.508976583,0.10031741,-0.652936126,-0.0136545859,0.899667292,0.471483992,0.49660627,-0.257220358,0.0652487698,-0.150481957,-0.476468799,0.428721713,-0.466736118,0.650307816,0.637586912,0.0271623828,0.810860664,0.208345267,-0.0152359495,0.893224432,0.419244914,-0.43280209,-0.697526234,1,-0.852626744,0.436940152,-0.109932539,-0.192859376,0.958285218,0.947155677,0.760562635,0.106920109,0.369537518,-0.435604444,-0.493189473,0.297447857,0.81064287,-0.228365145,0.512652864,0.464163704
Anterior cingulate area ventral part,-0.242172274,-0.310659613,0.602824745,-0.766674027,0.563381934,0.569598271,-0.584294432,0.239721426,0.00365230248,-0.566949815,-0.330417426,-0.683220985,0.0971022019,0.172632398,-0.0480217824,-0.709557749,0.082014755,-0.564840293,-0.0383418421,0.14666659,-0.44676392,0.119698536,-0.178295811,0.708182652,-0.195795388,0.232412307,0.174276331,0.20249614,-0.435994985,0.516361543,0.301009963,-0.316590162,0.527388095,0.297654703,-0.93453176,0.731337691,-0.382140194,0.483255953,-0.520466568,0.141120759,0.0223647744,0.185643343,-0.0721507448,-0.623539915,0.382776869,0.0308544036,0.152097487,0.157727018,0.463004146,-0.877621551,0.560913602,-0.273264714,-0.630989901,-0.50302948,0.877282509,-0.203916104,-0.59146082,-0.208992763,-0.411016291,-0.111111844,0.0814132672,-0.148364399,-0.145414837,-0.78047308,-0.121386131,-0.738661573,-0.223935832,-0.562760933,-0.0145665349,0.587316212,-0.861994682,0.066728685,-0.270074197,-0.395870493,-0.126704385,0.946437044,0.193366577,-0.299739518,-0.418172787,0.89954657,0.972360069,0.0102308633,-0.584322283,0.721378495,-0.206055938,0.703225416,0.498714923,-0.669255198,-0.534937763,-0.825638774,-0.189059024,-0.363021761,0.00799315996,0.540670968,-0.136862403,0.515386961,-0.421536429,-0.344083679,0.0802047741,-0.574601103,0.0874597723,-0.179679252,-0.636576782,-0.209970728,0.385807948,0.520394972,-0.852626744,1,-0.673061268,0.0174210419,0.106919221,-0.765571615,-0.695731982,-0.977814037,-0.0498858054,-0.704986265,0.458570676,0.136825866,-0.535551807,-0.541958448,-0.0890583954,-0.375653436,-0.0729517323
Posterior amygdalar nucleus,0.710878397,0.711039685,-0.101921788,0.275403398,-0.138299602,-0.681937754,0.0879917057,-0.412745712,0.528262258,0.794186627,-0.0950293421,0.490290624,-0.431105711,0.0569228369,0.599493462,0.311480439,0.673553462,0.395099302,0.200010546,-0.810898799,0.859256742,-0.766356822,0.722866919,-0.0622991396,-0.337326046,0.534819389,0.0175417947,0.51115958,0.459359196,-0.508367595,-0.181577234,-0.104959489,-0.0373963372,0.0913806259,0.626806559,-0.810166061,0.110464829,-0.898558271,0.77707471,0.131182585,-0.52299723,-0.421294084,0.213060067,0.373460536,0.014060593,0.190627949,-0.0799582461,-0.260166196,0.00456548711,0.360230197,0.220821566,-0.41160405,-0.0152245793,0.0208957157,-0.784547026,-0.350447605,0.524188474,0.696208929,-0.144584759,-0.411091555,-0.0804287883,-0.20458583,0.725458336,0.771453889,0.750962748,0.31879459,0.786943438,0.447067624,0.339432645,0.127986274,0.292337066,0.616907126,-0.387164451,0.349712604,-0.0395474549,-0.448855673,0.561872822,-0.0741194034,0.0749707641,-0.344178039,-0.56599275,0.58067755,0.383696038,-0.148542973,0.82339875,-0.0513165741,-0.699155865,0.508911099,0.904833621,0.389561251,0.730171513,0.884098911,0.725172355,0.0755043545,-0.0910886553,-0.713847951,-0.0771593501,-0.305309795,0.331841527,0.330409858,-0.244566495,0.84796968,0.422735847,0.300977098,0.367242742,0.165183713,0.436940152,-0.673061268,1,0.524040697,0.00540714177,0.535025726,0.127479077,0.645495776,0.469098744,0.880361338,0.212501611,0.469687155,0.943555093,0.249048129,0.766280729,0.743618367,-0.076072902
