,Olfactory tubercle,Pons,Nucleus accumbens,Pons motor related,Subthalamic nucleus,Dorsal auditory area,Primary somatosensory area mouth,Perirhinal area,Lateral preoptic area,Central medial nucleus of the thalamus,Entorhinal area medial part,Medial septal nucleus,Ectorhinal area,Lateral hypothalamic area,Basolateral amygdalar nucleus,Anteroventral preoptic nucleus,Central amygdalar nucleus,Agranular insular area,Diagonal band nucleus,Supplemental somatosensory area,Piriform area,Ventral auditory area,Orbital area lateral part,Intercalated amygdalar nucleus,Primary auditory area,Substantia innominata,Lateral septal complex,Posterior hypothalamic nucleus,Anterior hypothalamic nucleus,Bed nuclei of the stria terminalis,Orbital area ventrolateral part,Gustatory areas,Taenia tecta,Zona incerta,Subiculum,Dorsal peduncular area,Primary visual area,Visceral area,Midbrain reticular nucleus,Infralimbic area,Temporal association areas,posteromedial visual area,Medial geniculate complex,Ventral tegmental area,Tuberal nucleus,Parasubthalamic nucleus,Retrochiasmatic area,Suprachiasmatic nucleus,Anteroventral periventricular nucleus,Culmen,Endopiriform nucleus,Entorhinal area lateral part,Lateral visual area,Anterolateral visual area,Caudoputamen,Pedunculopontine nucleus,Agranular insular area ventral part,Periaqueductal gray,Dorsal part of the lateral geniculate complex,Retrosplenial area dorsal part,Frontal pole cerebral cortex,Primary somatosensory area upper limb,Anterior amygdalar area,Field CA1,Medial habenula,Presubiculum,Subparaventricular zone,Anteroventral nucleus of thalamus,Piriform-amygdalar area,Ventral medial nucleus of the thalamus,Inferior colliculus,Claustrum,Primary motor area,Anterodorsal nucleus,Mediodorsal nucleus of thalamus,Fundus of striatum,Magnocellular nucleus,Medial preoptic area,Postsubiculum,Paraventricular nucleus of the thalamus,Anterior cingulate area dorsal part,Medial preoptic nucleus,Reticular nucleus of the thalamus,Prelimbic area,Dorsomedial nucleus of the hypothalamus,Cortical amygdalar area,Secondary motor area,Field CA3,Field CA2,Interpeduncular nucleus,Ventrolateral preoptic nucleus,Globus pallidus external segment,Periventricular zone,Orbital area medial part,Primary somatosensory area lower limb,Agranular insular area posterior part,Parasubiculum,Lateral posterior nucleus of the thalamus,Primary somatosensory area trunk,Substantia nigra compact part,Cortical amygdalar area posterior part,Ventromedial hypothalamic nucleus,Central lateral nucleus of the thalamus,Parataenial nucleus,Periventricular hypothalamic nucleus posterior part,Median preoptic nucleus,Dentate gyrus,Anterior cingulate area ventral part,Posterior amygdalar nucleus,Lateral amygdalar nucleus,Retrosplenial area ventral part,Posterior complex of the thalamus,Lateral dorsal nucleus of thalamus,Substantia nigra reticular part,Ventral anterior-lateral complex of the thalamus,Olivary pretectal nucleus,Paraventricular hypothalamic nucleus,Precommissural nucleus,Lateral habenula,Superior colliculus motor related,Medial pretectal area,Medial amygdalar nucleus,Superior colliculus sensory related
Parasubthalamic nucleus,-0.625003938,0.15508272,-0.410188658,0.386403182,-0.840216725,-0.861060627,-0.8830982,-0.703743854,-0.766748827,-0.657747313,0.744067354,-0.704891851,-0.670091714,-0.66506337,0.920080802,-0.887829035,0.737437668,-0.587404839,-0.94595108,-0.981224594,0.389152216,-0.943484999,-0.925308443,0.862949328,-0.488856899,-0.164123602,-0.26975026,-0.632364746,-0.709965665,-0.626375929,-0.929859128,0.180643763,-0.968927147,-0.830254973,-0.601051275,-0.969803309,-0.975951087,-0.980563871,-0.0949541126,-0.943666172,-0.963709944,-0.931519748,-0.526409654,-0.858931085,0.74918258,1,-0.685768753,0.0530523808,-0.793298362,0.464191779,0.881471716,0.669972757,-0.123677345,-0.97877457,-0.929886626,0.376928388,-0.0135649053,0.528851358,-0.940640589,-0.996932958,-0.984241685,-0.975415128,-0.241611047,-0.973357458,0.759806114,-0.566231694,-0.560011312,-0.908408006,-0.663920245,-0.770364144,0.174387846,0.151665114,-0.964472174,-0.991717534,-0.829648645,0.0239044902,-0.30690192,-0.987293505,0.0713799411,0.297838473,-0.646670472,-0.874182424,-0.822476046,-0.768742146,-0.720674067,-0.349138881,-0.98974045,-0.97885348,-0.98474775,-0.941724353,-0.882236299,-0.6850206,0.00948104525,-0.928840341,-0.976145752,-0.824214913,0.283072032,-0.968198828,-0.995508636,0.0422748401,0.899224609,-0.599154269,-0.895546477,-0.837668568,-0.601505023,-0.333858907,-0.989450838,-0.569546643,-0.208685744,0.839554903,0.254419298,-0.907426287,-0.930016376,-0.266773025,-0.89801497,0.631705367,-0.775216901,0.85143115,-0.471047923,0.366908238,0.945092092,-0.266604651,0.827069515
Retrochiasmatic area,-0.139542345,-0.588965721,-0.230233412,-0.878678979,0.576294264,0.953056922,0.742373362,0.221075197,0.0803077926,0.12349896,-0.989549665,-0.0119565976,0.31873757,0.145641669,-0.894046289,0.942386752,-0.990733074,-0.116017372,0.829098669,0.81322658,-0.433812648,0.887810248,0.387091062,-0.93218352,0.962784111,-0.476413778,-0.419400086,0.426097446,0.134184899,-0.0546145161,0.552414966,-0.238096498,0.504793581,0.608749602,0.604900268,0.678095222,0.567587622,0.674581739,-0.563359211,0.709127069,0.72748436,0.75158138,-0.0329290701,0.425737521,-0.792642466,-0.685768753,1,0.67040767,0.569303186,0.116255714,-0.862719677,-0.795954025,-0.20973012,0.607844385,0.434947826,-0.909018711,-0.312727559,-0.850705715,0.629295543,0.637363976,0.706834642,0.78780027,-0.0260968402,0.504982493,-0.111724245,-0.211144729,0.781121865,0.720225978,0.130095819,0.251014445,-0.672090504,0.0454514443,0.687816483,0.771582989,0.255866147,-0.650176739,0.201255433,0.792577512,0.676167081,-0.351599285,-0.0730448191,0.895942999,0.554311581,0.123263627,0.17429084,-0.213712535,0.579204367,0.526419928,0.561259396,0.412646918,0.871556002,0.437960462,-0.339511363,0.892691201,0.755136556,0.653529483,-0.841103385,0.487605182,0.633225991,-0.712833021,-0.79555913,0.243049361,0.70661308,0.547791947,0.865658266,0.810503648,0.57665756,0.104067118,0.568969192,-0.677147737,0.414761774,0.321737657,0.370295425,-0.102868834,0.372393478,0.115473401,0.31810418,-0.492665721,0.585946729,-0.826802986,-0.410543862,-0.351887364,-0.850493626
Suprachiasmatic nucleus,-0.790864715,-0.806099186,-0.839508311,-0.885304899,0.0817287348,0.414336773,0.0356083993,-0.528891808,-0.680109534,-0.331414012,-0.626250897,-0.744813602,-0.390147255,-0.30685878,-0.33733901,0.388215176,-0.582438391,-0.812577115,0.141845071,0.134113153,-0.409690243,0.275743505,-0.340184889,-0.363902349,0.842235403,-0.663283811,-0.707291247,0.136600724,-0.389342725,-0.584681898,-0.0819298529,-0.368732263,-0.291026276,0.137584746,0.0497925614,-0.0906537612,-0.226390728,-0.0948104157,-0.728340455,-0.0417515176,-0.02061289,0.024492372,-0.706097642,-0.156332345,-0.206635938,0.0530523808,0.67040767,1,0.133081723,0.452255286,-0.370301753,-0.548595875,-0.610381662,-0.179645107,-0.263941276,-0.791456755,-0.639034537,-0.502055848,0.00787183485,-0.125273898,0.0301727699,0.141303095,-0.0514096354,-0.256351195,0.662358462,-0.822407158,0.355033565,0.173764536,-0.329601861,-0.291868084,-0.873859166,-0.0175064586,-0.0768152147,0.0755914137,-0.378944609,-0.730108596,0.192863441,0.103534642,0.982486216,0.0362630432,-0.658409365,0.410689018,0.0757128232,-0.653679053,-0.340357251,-0.460179451,-0.194937604,-0.234185852,-0.186823347,-0.384932626,0.377681282,0.0904290714,-0.236936201,0.264583104,0.105033428,-0.0546006262,-0.764440099,-0.301161289,-0.103474893,-0.831139456,-0.106784341,-0.0773215766,0.175100387,0.0467937775,0.689192305,0.641876829,-0.179736586,-0.580389923,0.739475286,0.0314174768,0.676606756,-0.467259271,-0.405653654,-0.190716663,-0.305946102,0.723559949,-0.456184844,0.0483839144,0.513059852,-0.633805905,0.370834655,-0.582445707,-0.239788805
Anteroventral periventricular nucleus,0.469630292,-0.591179758,-0.0522868247,-0.563022924,0.996149627,0.638353742,0.445770994,0.173261277,0.469415192,0.87328961,-0.681647284,0.414100156,0.0892658506,0.885379188,-0.834221728,0.69485072,-0.541317425,0.208354578,0.631902037,0.782299716,-0.858973009,0.771738337,0.824319553,-0.584573659,0.498387186,0.444981767,0.48146898,0.972127626,0.856992887,0.720796439,0.945583989,-0.738938464,0.691578442,0.997720068,0.0276555749,0.622120333,0.667658169,0.658736827,0.346405819,0.557210722,0.615255779,0.544356695,0.000231251143,0.953400939,-0.279228487,-0.793298362,0.569303186,0.133081723,1,-0.745156327,-0.901024945,-0.900605094,-0.466680282,0.660665482,0.874030293,-0.1823891,-0.549652584,-0.126587171,0.951339376,0.760949533,0.886454049,0.869383891,0.750184455,0.796085624,-0.384944808,0.440059395,0.0842309935,0.966077199,0.875650213,0.908667386,-0.545926168,-0.700882474,0.607314804,0.807100498,0.859527367,0.249271806,0.821481606,0.793369543,0.00724212737,0.323747631,0.658312982,0.868336379,0.997649767,0.397342562,0.882307028,0.681035471,0.755247596,0.798369684,0.821713492,0.673565406,0.892440055,0.983936963,0.517037608,0.677630699,0.889330796,0.321850801,-0.036558179,0.721797413,0.827436578,0.140317853,-0.501910292,0.933333544,0.974058461,0.994491675,0.803038733,-0.0113617962,0.802760773,-0.000450093435,0.662204312,-0.351677671,-0.495251318,0.65820904,0.726519593,0.73296482,0.874510511,-0.58475261,0.264734354,-0.980640808,0.875390051,-0.0202338271,-0.728702169,0.565163812,-0.423157663
Culmen,-0.757238217,0.155124374,-0.229840965,-0.0795815146,-0.744686449,-0.0354837049,-0.0164660908,-0.140277813,-0.594859936,-0.969196667,0.0259074469,-0.602879468,0.0422715165,-0.96442838,0.310026347,-0.111166084,-0.127539795,-0.447693604,-0.154278317,-0.337330546,0.627340628,-0.253085679,-0.742407161,-0.00380898571,0.201136852,-0.928424996,-0.939985211,-0.806492615,-0.953213373,-0.953812955,-0.729745064,0.625355582,-0.506011566,-0.716008868,0.372425708,-0.280357412,-0.426986781,-0.325070685,-0.883723906,-0.178001299,-0.228644359,-0.124627143,-0.138559215,-0.833824426,-0.234487254,0.464191779,0.116255714,0.452255286,-0.745156327,1,0.401196696,0.414913163,0.293694033,-0.384953754,-0.755143168,-0.517674885,0.316132136,-0.495266226,-0.671161896,-0.470934549,-0.542808329,-0.452014504,-0.880470137,-0.619249041,0.475111994,-0.77559552,0.473704493,-0.601042174,-0.967271654,-0.919556662,0.0379720826,0.825552253,-0.254837684,-0.402511804,-0.874781925,-0.830117488,-0.772600933,-0.368509767,0.596531693,-0.592947315,-0.906855383,-0.335533513,-0.76177116,-0.480256382,-0.947724968,-0.99199265,-0.514002063,-0.604163091,-0.600142861,-0.561291467,-0.384412813,-0.819824457,-0.850483731,-0.144494599,-0.502110571,0.0517159803,-0.634965875,-0.553368597,-0.545804522,-0.763648935,0.0338798433,-0.917400704,-0.618821766,-0.767219021,-0.234881813,0.649291171,-0.567299818,-0.0273778395,-0.260160293,-0.0370095286,0.947583352,-0.616874667,-0.652768552,-0.934103598,-0.803557231,0.861555523,-0.169023231,0.803234579,-0.529435161,-0.622613341,0.623169035,-0.970554153,-0.113794407
Endopiriform nucleus,-0.274434285,0.600184487,0.0689197827,0.75625937,-0.909664388,-0.903946197,-0.711122632,-0.301836869,-0.398403941,-0.60833296,0.924646001,-0.317598374,-0.298700748,-0.625934057,0.986324679,-0.932180488,0.852203939,-0.145458322,-0.856589966,-0.931896115,0.702445014,-0.955081422,-0.747340032,0.867005106,-0.778170465,-0.0333591753,-0.0950714238,-0.795125638,-0.613135167,-0.442747032,-0.886776282,0.517500746,-0.740639352,-0.923930786,-0.388756946,-0.785407523,-0.758554447,-0.804245922,0.0683133371,-0.762387123,-0.80379812,-0.773544274,-0.067634372,-0.820978693,0.627956824,0.881471716,-0.862719677,-0.370301753,-0.901024945,0.401196696,1,0.935618959,0.316933108,-0.774052805,-0.79570528,0.573665117,0.424475031,0.541940709,-0.927019293,-0.841991832,-0.936509368,-0.963858296,-0.410525531,-0.795004607,0.368550499,-0.216879717,-0.492904912,-0.971610275,-0.613568233,-0.703219033,0.618506273,0.362145293,-0.781479628,-0.92697953,-0.689591937,0.176999507,-0.562613263,-0.928964918,-0.30556853,0.043636701,-0.405368668,-0.997477426,-0.897465921,-0.381654755,-0.646367206,-0.30510865,-0.811008638,-0.806965673,-0.835992156,-0.684461539,-0.999810083,-0.814951727,-0.106396574,-0.906789587,-0.959076119,-0.597194214,0.452694793,-0.748059685,-0.873940107,0.264759853,0.767066877,-0.685259725,-0.967377175,-0.895216625,-0.907106096,-0.421942543,-0.834144081,-0.13749885,-0.635767809,0.625834025,0.101874961,-0.629103227,-0.690161098,-0.370106089,-0.761976779,0.345655928,-0.404898749,0.864754532,-0.794178706,0.450884684,0.712286102,-0.168747182,0.740781494
Entorhinal area lateral part,-0.058708006,0.835824819,0.387712163,0.865835676,-0.877943639,-0.747936445,-0.428829774,0.0506316492,-0.118335198,-0.583409179,0.868436151,-0.0415354314,0.0567374408,-0.604415223,0.871242809,-0.782449829,0.738303739,0.158572455,-0.626876801,-0.743863295,0.884969908,-0.796333423,-0.56028307,0.683307896,-0.803211702,-0.0634755285,-0.079944759,-0.868780567,-0.548423108,-0.348116267,-0.771401007,0.757543253,-0.481362817,-0.903486956,-0.0871220224,-0.516745635,-0.492072624,-0.544364615,0.0479257848,-0.48588868,-0.542308706,-0.504620074,0.278419816,-0.739103714,0.365272946,0.669972757,-0.795954025,-0.548595875,-0.900605094,0.414913163,0.935618959,1,0.630515019,-0.507737403,-0.633749122,0.524669056,0.716309057,0.362149808,-0.816923661,-0.612029939,-0.779170858,-0.814946591,-0.582486861,-0.579156414,0.0595612762,-0.0171727422,-0.265301465,-0.900495845,-0.58651491,-0.636947012,0.832089338,0.568255904,-0.510955267,-0.737840131,-0.563657125,0.133404981,-0.752521457,-0.739277112,-0.440768611,-0.24871194,-0.267547853,-0.927562234,-0.875151356,-0.0738118741,-0.590987534,-0.352832855,-0.575829731,-0.591272999,-0.631219953,-0.423212063,-0.932249279,-0.8611304,-0.298543209,-0.716496665,-0.814387485,-0.287025547,0.391490093,-0.500462752,-0.673824373,0.265416691,0.505894186,-0.740130997,-0.906429239,-0.860807933,-0.981585424,-0.302646864,-0.619872773,0.219534186,-0.865506678,0.321899557,0.103399249,-0.371823555,-0.454606606,-0.508373415,-0.613018021,0.17960744,-0.0587937259,0.808290383,-0.950033921,0.326174723,0.473000607,-0.201278484,0.498564339
Lateral visual area,0.391819002,0.912664493,0.861749363,0.632109515,-0.387446052,-0.00264554436,0.422689802,0.787758733,0.517813001,-0.283766351,0.276589901,0.543639203,0.810461718,-0.300535101,0.169277531,-0.0378211061,0.078851587,0.708257104,0.206186647,0.0475019953,0.853038212,-0.0347635286,0.0998660315,-0.0907354989,-0.408654812,-0.163335597,-0.0722792922,-0.619415415,-0.179086097,-0.0215023554,-0.153597656,0.920894912,0.312135369,-0.421848426,0.650405127,0.333073609,0.328852961,0.297829838,-0.0875865981,0.37195038,0.309372553,0.35062077,0.878245519,-0.220054382,-0.427117234,-0.123677345,-0.20973012,-0.610381662,-0.466680282,0.293694033,0.316933108,0.630515019,1,0.324383053,0.0100640683,0.0949731483,0.993180706,-0.265435658,-0.181787681,0.190341607,-0.051218464,-0.0794969564,-0.709647261,0.163524933,-0.617114383,0.374307059,0.413373904,-0.300666345,-0.280368281,-0.213787095,0.853880454,0.774166419,0.341692961,0.047921071,-0.0457423191,-0.0954741234,-0.819171943,0.0509588509,-0.455630646,-0.800158291,0.113828842,-0.296261939,-0.40809452,0.607682339,-0.218718584,-0.339395829,0.215255563,0.158731824,0.116701097,0.339089534,-0.30716816,-0.556483966,-0.621609251,0.079148824,-0.0921943477,0.553993469,-0.00153261535,0.274231841,0.0909082365,0.0672109743,-0.339645421,-0.527252627,-0.327038584,-0.375329895,-0.631078607,0.171023801,0.145192599,0.88352147,-0.920998989,-0.523218733,0.120195081,0.349856689,0.26150584,-0.605521013,-0.0125476779,-0.219528115,0.721482718,0.305401033,-0.817075764,-0.17018157,-0.263440928,-0.234925925,-0.312157256
Anterolateral visual area,0.679418701,0.0418014587,0.57050076,-0.235441946,0.721769377,0.818344298,0.927752028,0.83379776,0.839656553,0.570914526,-0.650029777,0.786254911,0.805664116,0.574357573,-0.841071079,0.836831481,-0.684165164,0.708080166,0.9430955,0.944465439,-0.19540299,0.891057929,0.904112206,-0.839394006,0.378801841,0.126437232,0.245880941,0.476138316,0.642281756,0.595609172,0.85561501,0.0169896781,0.988658799,0.705000294,0.705139257,0.992784963,0.998444357,0.995890852,0.0762261923,0.975542535,0.981813021,0.959300952,0.684010826,0.774831101,-0.800156723,-0.97877457,0.607844385,-0.179645107,0.660665482,-0.384953754,-0.774052805,-0.507737403,0.324383053,1,0.889831092,-0.33618138,0.218158617,-0.555768502,0.859721331,0.989767874,0.927753658,0.913045431,0.0861611502,0.962469375,-0.853161523,0.619977114,0.616295119,0.80399492,0.577482269,0.692328036,0.0117614658,0.0130532043,0.989389723,0.954837578,0.783468837,-0.0386839871,0.124932521,0.951102854,-0.165537972,-0.446966742,0.642856517,0.771114959,0.700683128,0.859719021,0.644187348,0.266005609,0.988318793,0.966626147,0.963461973,0.968665611,0.776733334,0.539369003,-0.134400714,0.900333916,0.911333467,0.89877558,-0.26647536,0.980299442,0.968067803,-0.02259841,-0.925880223,0.464270211,0.78635969,0.721975172,0.441668254,0.349981221,0.973709897,0.725600261,0.00792726381,-0.907024373,-0.221364811,0.938557712,0.941814418,0.132015657,0.855047861,-0.650416975,0.888095772,-0.749788538,0.280296414,-0.381356377,-0.956411995,0.209175679,-0.850852837
Caudoputamen,0.79899927,-0.13542708,0.437577557,-0.214229983,0.911540056,0.637406825,0.665551449,0.607256571,0.837023983,0.882104569,-0.535534897,0.797053482,0.504828566,0.884514533,-0.791150828,0.687892316,-0.473683704,0.652756441,0.760338208,0.857610438,-0.51230813,0.789829797,0.99548873,-0.626217648,0.246269743,0.513555423,0.599272207,0.777012971,0.917937437,0.86538716,0.981082317,-0.357527916,0.934652283,0.890243574,0.303990271,0.838384166,0.906243913,0.863863122,0.447829535,0.776959481,0.810402944,0.743998184,0.482738,0.971795089,-0.460121043,-0.929886626,0.434947826,-0.263941276,0.874030293,-0.755143168,-0.79570528,-0.633749122,0.0100640683,0.889831092,1,-0.0431549731,-0.0795588719,-0.179994297,0.962096636,0.933805106,0.94419317,0.897060067,0.522438299,0.97983253,-0.784830151,0.763656944,0.218984559,0.902661338,0.885892992,0.945303241,-0.101373907,-0.43051615,0.823874428,0.893493506,0.976799313,0.338312239,0.517537311,0.87569012,-0.332334537,0.00356238767,0.866190223,0.762943004,0.905140934,0.793064748,0.921385462,0.666340372,0.948494119,0.97702719,0.977518469,0.940280393,0.789445391,0.82387191,0.332244796,0.73761526,0.918712943,0.599743564,0.0709046906,0.952849303,0.960475098,0.304029998,-0.680761506,0.805575687,0.899813515,0.92005881,0.50613856,-0.0322670457,0.968037745,0.465919066,0.219329455,-0.615726736,-0.589185532,0.940134427,0.96777757,0.56890158,0.996889872,-0.840810232,0.668179815,-0.948995423,0.530730725,-0.00314663091,-0.965920376,0.602433999,-0.563230136
Pedunculopontine nucleus,0.4625183,0.473224359,0.332374998,0.808494426,-0.185081765,-0.794609862,-0.605279139,-0.0929868268,0.211102638,0.301090451,0.841681364,0.294086246,-0.25378516,0.279487164,0.633209849,-0.754404508,0.900316246,0.322684474,-0.628906811,-0.543310306,0.134946856,-0.646633546,-0.00407830064,0.789769135,-0.922700821,0.798480335,0.758991466,-0.0408807239,0.28966952,0.457213641,-0.161057833,-0.0275411988,-0.196893985,-0.226536816,-0.646429396,-0.44064743,-0.283635649,-0.419894895,0.856359908,-0.509507494,-0.505969112,-0.569550451,0.126039193,-0.0113848731,0.756132078,0.376928388,-0.909018711,-0.791456755,-0.1823891,-0.517674885,0.573665117,0.524669056,0.0949731483,-0.33618138,-0.0431549731,1,0.172506963,0.92508296,-0.252900178,-0.329985028,-0.368507065,-0.477729098,0.371354064,-0.154643585,-0.137039402,0.530520747,-0.850207343,-0.365610118,0.294802087,0.174359309,0.591868108,-0.361282917,-0.459548642,-0.479769913,0.158226373,0.906644328,0.126838074,-0.512154742,-0.851892988,0.51987339,0.458496519,-0.629340409,-0.159927115,0.129044385,0.251496346,0.595037082,-0.260890385,-0.179580037,-0.212748943,-0.0935598285,-0.5879934,-0.0424650714,0.628551622,-0.692697075,-0.42890211,-0.553503485,0.988722158,-0.163496439,-0.29847907,0.938274679,0.646570287,0.166545761,-0.347516565,-0.150608805,-0.661637613,-0.961524542,-0.238769771,-0.0381317133,-0.411254124,0.568563576,-0.756243639,0.00814892405,-0.0214633547,0.464274316,0.0299122423,-0.479595926,-0.165909642,0.0851755228,-0.30491312,0.963894421,0.0683557615,0.707739051,0.758193521
Agranular insular area ventral part,0.35249244,0.947925629,0.837682153,0.703000347,-0.474892086,-0.117227264,0.314327424,0.718099042,0.454689103,-0.333540503,0.382334809,0.489853299,0.737271221,-0.351919203,0.282826917,-0.153279681,0.186248739,0.666910473,0.0907070592,-0.0678677209,0.896197096,-0.150965826,0.0123905008,0.0237391748,-0.493803411,-0.145565677,-0.066057392,-0.68140133,-0.234177252,-0.0615471951,-0.248297369,0.937620773,0.212659237,-0.510118986,0.567161408,0.223332354,0.225098173,0.187909484,-0.0607943302,0.261830458,0.197452099,0.239116364,0.834581072,-0.301850319,-0.325093723,-0.0135649053,-0.312727559,-0.639034537,-0.549652584,0.316132136,0.424475031,0.716309057,0.993180706,0.218158617,-0.0795588719,0.172506963,1,-0.177008027,-0.281374244,0.0825425416,-0.159645303,-0.191686116,-0.717555557,0.0652666766,-0.551634804,0.343361741,0.325268035,-0.402030925,-0.330985603,-0.279439216,0.895877942,0.774058221,0.231671862,-0.0657801791,-0.117519803,-0.0553585301,-0.843576856,-0.0636771511,-0.48494445,-0.75098155,0.0720409786,-0.405427045,-0.492830594,0.541015815,-0.276453813,-0.347770405,0.111049492,0.0589066499,0.0148938315,0.246531041,-0.415373264,-0.623453589,-0.594960737,-0.0374969859,-0.202420396,0.45347577,0.0665790701,0.176188538,-0.0155260146,0.110529656,-0.227958248,-0.57733943,-0.426454612,-0.461081837,-0.716138569,0.0994039783,0.0418774565,0.828917043,-0.958736793,-0.420594644,0.112682709,0.264803585,0.173001507,-0.611824762,-0.0961226447,-0.180130449,0.641961966,0.389652434,-0.875050616,-0.095340382,-0.17155202,-0.230696114,-0.202589224
Periaqueductal gray,0.193706353,0.145659546,-0.0480342695,0.575285029,-0.162322765,-0.842503723,-0.816708469,-0.450092435,-0.0956916983,0.268180446,0.776441509,-0.0203642591,-0.597511395,0.253213977,0.650420875,-0.798549691,0.894060382,-0.0319581983,-0.775281871,-0.650610789,-0.104556539,-0.710729229,-0.173988594,0.869487625,-0.767681159,0.749316639,0.667802881,0.0755417333,0.215331867,0.326222693,-0.231756108,-0.304397024,-0.424760569,-0.186746362,-0.887743481,-0.651436757,-0.509502287,-0.622612053,0.786505323,-0.722528667,-0.701493287,-0.76772204,-0.256615072,-0.0643093527,0.93423371,0.528851358,-0.850705715,-0.502055848,-0.126587171,-0.495266226,0.541940709,0.362149808,-0.265435658,-0.555768502,-0.179994297,0.92508296,-0.177008027,1,-0.306710127,-0.50828584,-0.460748429,-0.548424096,0.534806798,-0.337918712,0.194415869,0.269498406,-0.986380382,-0.363920351,0.260470686,0.114052024,0.274953354,-0.560524041,-0.67054109,-0.595065599,0.0348325461,0.852037012,0.341300735,-0.624594001,-0.605263853,0.77863199,0.279351363,-0.597891433,-0.130165155,-0.199804263,0.192542109,0.597206141,-0.453265576,-0.359602044,-0.376372727,-0.336610263,-0.558209839,0.045377879,0.774412816,-0.787949835,-0.50032343,-0.805023566,0.933122115,-0.381957843,-0.446615072,0.829132474,0.828668036,0.236659107,-0.336942385,-0.134921526,-0.47520389,-0.972530215,-0.409988099,-0.41265175,-0.095003924,0.810625207,-0.683538952,-0.243488066,-0.2441193,0.580145044,-0.101928764,-0.265412978,-0.504325192,0.101279173,-0.072651603,0.979281447,0.289238824,0.676206217,0.909387015
Dorsal part of the lateral geniculate complex,0.605334654,-0.379549147,0.204207661,-0.471804035,0.974005966,0.764591835,0.680991051,0.462163639,0.668974157,0.833034671,-0.723807001,0.61011888,0.391774734,0.842453904,-0.908770548,0.811056413,-0.641981452,0.438216414,0.813589222,0.91724128,-0.663268663,0.886877442,0.934633606,-0.736814641,0.486088019,0.362984878,0.436849942,0.857419857,0.851404773,0.741244488,0.995333759,-0.495393531,0.877464868,0.967700061,0.304223807,0.829463427,0.864369957,0.855846508,0.27579465,0.777502546,0.81958105,0.761421545,0.284790474,0.968724289,-0.513409838,-0.940640589,0.629295543,0.00787183485,0.951339376,-0.671161896,-0.927019293,-0.816923661,-0.181787681,0.859721331,0.962096636,-0.252900178,-0.281374244,-0.306710127,1,0.923695002,0.982897282,0.964079907,0.549304161,0.938069729,-0.616403508,0.561317689,0.303769676,0.985771083,0.837294599,0.906063335,-0.360018521,-0.474599954,0.81780125,0.939045468,0.910256905,0.162705982,0.611296418,0.927834042,-0.0724216027,0.0402117305,0.718368009,0.903015417,0.96654995,0.627462389,0.8690033,0.579113617,0.919931526,0.941086916,0.955298001,0.858006493,0.922148203,0.891620428,0.302154703,0.826294356,0.977428556,0.585311148,-0.125042473,0.894881507,0.960212145,0.0956548515,-0.717940084,0.828277238,0.984076119,0.973319549,0.721844104,0.127348751,0.946395632,0.299864275,0.449051183,-0.608841852,-0.436032238,0.836146946,0.88361162,0.557553558,0.948767283,-0.671728897,0.546065111,-0.976102022,0.707839692,-0.16179165,-0.890658599,0.477992887,-0.632195713
Retrosplenial area dorsal part,0.672677489,-0.0790447248,0.480132989,-0.314539562,0.812914918,0.831380068,0.888030401,0.752380585,0.812154657,0.656830866,-0.694754821,0.755134016,0.713006992,0.662217526,-0.887382137,0.857855475,-0.697793768,0.648415975,0.936815134,0.966159117,-0.332701423,0.918660477,0.936444866,-0.839266524,0.426460004,0.189387183,0.29953004,0.595779165,0.715323536,0.648252069,0.918561788,-0.125849971,0.98511922,0.798980017,0.61673389,0.976776139,0.989473059,0.986311151,0.127019236,0.949927872,0.966363257,0.933802913,0.589114543,0.849587483,-0.747135493,-0.996932958,0.637363976,-0.125273898,0.760949533,-0.470934549,-0.841991832,-0.612029939,0.190341607,0.989767874,0.933805106,-0.329985028,0.0825425416,-0.50828584,0.923695002,1,0.970628221,0.955289113,0.215065376,0.982201593,-0.808121773,0.615430405,0.552004406,0.879063218,0.662976922,0.768933293,-0.0969741122,-0.120193452,0.971133066,0.979478428,0.83824891,0.00918337887,0.263388441,0.973820192,-0.136735486,-0.326567597,0.677088769,0.833538429,0.794883721,0.816178681,0.72199145,0.355754186,0.997291196,0.986355316,0.988249964,0.963893065,0.842746536,0.652552892,-0.0208718465,0.908995435,0.957345325,0.839179977,-0.242066485,0.983482762,0.99377461,0.00214306846,-0.897325511,0.57703942,0.865279316,0.812590128,0.537236335,0.304796873,0.993619188,0.625732111,0.135103826,-0.852050783,-0.281030446,0.934460488,0.9504308,0.250820393,0.903510839,-0.669491855,0.817001824,-0.833580135,0.409941458,-0.337875138,-0.963686133,0.284090585,-0.818251852
