,Olfactory tubercle,Pons,Nucleus accumbens,Pons motor related,Subthalamic nucleus,Dorsal auditory area,Primary somatosensory area mouth,Perirhinal area,Lateral preoptic area,Central medial nucleus of the thalamus,Entorhinal area medial part,Medial septal nucleus,Ectorhinal area,Lateral hypothalamic area,Basolateral amygdalar nucleus,Anteroventral preoptic nucleus,Central amygdalar nucleus,Agranular insular area,Diagonal band nucleus,Supplemental somatosensory area,Piriform area,Ventral auditory area,Orbital area lateral part,Intercalated amygdalar nucleus,Primary auditory area,Substantia innominata,Lateral septal complex,Posterior hypothalamic nucleus,Anterior hypothalamic nucleus,Bed nuclei of the stria terminalis,Orbital area ventrolateral part,Gustatory areas,Taenia tecta,Zona incerta,Subiculum,Dorsal peduncular area,Primary visual area,Visceral area,Midbrain reticular nucleus,Infralimbic area,Temporal association areas,posteromedial visual area,Medial geniculate complex,Ventral tegmental area,Tuberal nucleus,Parasubthalamic nucleus,Retrochiasmatic area,Suprachiasmatic nucleus,Anteroventral periventricular nucleus,Culmen,Endopiriform nucleus,Entorhinal area lateral part,Lateral visual area,Anterolateral visual area,Caudoputamen,Pedunculopontine nucleus,Agranular insular area ventral part,Periaqueductal gray,Dorsal part of the lateral geniculate complex,Retrosplenial area dorsal part,Frontal pole cerebral cortex,Primary somatosensory area upper limb,Anterior amygdalar area,Field CA1,Medial habenula,Presubiculum,Subparaventricular zone,Anteroventral nucleus of thalamus,Piriform-amygdalar area,Ventral medial nucleus of the thalamus,Inferior colliculus,Claustrum,Primary motor area,Anterodorsal nucleus,Mediodorsal nucleus of thalamus,Fundus of striatum,Magnocellular nucleus,Medial preoptic area,Postsubiculum,Paraventricular nucleus of the thalamus,Anterior cingulate area dorsal part,Medial preoptic nucleus,Reticular nucleus of the thalamus,Prelimbic area,Dorsomedial nucleus of the hypothalamus,Cortical amygdalar area,Secondary motor area,Field CA3,Field CA2,Interpeduncular nucleus,Ventrolateral preoptic nucleus,Globus pallidus external segment,Periventricular zone,Orbital area medial part,Primary somatosensory area lower limb,Agranular insular area posterior part,Parasubiculum,Lateral posterior nucleus of the thalamus,Primary somatosensory area trunk,Substantia nigra compact part,Cortical amygdalar area posterior part,Ventromedial hypothalamic nucleus,Central lateral nucleus of the thalamus,Parataenial nucleus,Periventricular hypothalamic nucleus posterior part,Median preoptic nucleus,Dentate gyrus,Anterior cingulate area ventral part,Posterior amygdalar nucleus,Lateral amygdalar nucleus,Retrosplenial area ventral part,Posterior complex of the thalamus,Lateral dorsal nucleus of thalamus,Substantia nigra reticular part,Ventral anterior-lateral complex of the thalamus,Olivary pretectal nucleus,Paraventricular hypothalamic nucleus,Precommissural nucleus,Lateral habenula,Superior colliculus motor related,Medial pretectal area,Medial amygdalar nucleus,Superior colliculus sensory related
Primary somatosensory area upper limb,0.482349414,-0.367911625,0.199324397,-0.56993241,0.899794078,0.906171209,0.828490727,0.537084838,0.619294613,0.6574034,-0.850017909,0.546830625,0.516012266,0.669714042,-0.978839471,0.934685045,-0.811900091,0.399843974,0.932244862,0.98791588,-0.549025187,0.977201087,0.871863806,-0.889842969,0.637305037,0.111347271,0.199582591,0.729703314,0.688943987,0.562420781,0.939455732,-0.3454635,0.892369563,0.900743807,0.51798344,0.912906878,0.904382617,0.927918191,0.0248336161,0.887080979,0.917869699,0.885258075,0.328060687,0.869258572,-0.71343442,-0.975415128,0.78780027,0.141303095,0.869383891,-0.452014504,-0.963858296,-0.814946591,-0.0794969564,0.913045431,0.897060067,-0.477729098,-0.191686116,-0.548424096,0.964079907,0.955289113,0.992539962,1,0.330773538,0.920661985,-0.601005816,0.422511033,0.543137681,0.966505615,0.663310368,0.7648219,-0.386875798,-0.25741381,0.907979964,0.991766376,0.791625087,-0.0929245751,0.438062374,0.990077494,0.100240846,-0.185589876,0.556208119,0.95833503,0.884190331,0.61216577,0.71045489,0.342448029,0.936946285,0.929277981,0.946124785,0.851062672,0.964136271,0.768612695,0.0475351615,0.946017963,0.998367568,0.74195154,-0.368054648,0.895601977,0.969682186,-0.144465368,-0.863734988,0.660169718,0.957365548,0.891702919,0.762464219,0.382201809,0.947782688,0.384503932,0.415053815,-0.763999252,-0.194167008,0.80615015,0.847484989,0.326257325,0.863580344,-0.519752755,0.625481989,-0.885358594,0.637517644,-0.41439272,-0.866176357,0.232316953,-0.810341053
Anterior amygdalar area,0.358142261,-0.546633416,-0.258476834,-0.220245245,0.709382792,-0.0185315792,-0.237650372,-0.307656372,0.165894328,0.841593075,-0.111497378,0.163057234,-0.45639232,0.84556215,-0.268044643,0.0547512787,0.100126551,-0.0280166676,-0.0320869184,0.181961189,-0.866777053,0.158874236,0.470004105,0.0933551171,0.0147862071,0.779725245,0.739277161,0.878930595,0.776462749,0.706135784,0.581251152,-0.909071616,0.185207017,0.704425787,-0.628788442,0.00244119555,0.116348427,0.0529270212,0.713067435,-0.0930607636,-0.0254737444,-0.123050808,-0.342565166,0.696551617,0.424534756,-0.241611047,-0.0260968402,-0.0514096354,0.750184455,-0.880470137,-0.410525531,-0.582486861,-0.709647261,0.0861611502,0.522438299,0.371354064,-0.717555557,0.534806798,0.549304161,0.215065376,0.386261791,0.330773538,1,0.342686802,-0.0271443732,0.383769961,-0.590735818,0.554233257,0.83815844,0.764000887,-0.427810946,-0.99372074,-0.020921006,0.231075866,0.646153472,0.682291786,0.966246723,0.203840831,-0.234823539,0.852632896,0.60438491,0.350783623,0.733298651,0.0351040582,0.790627316,0.902466529,0.236507929,0.333132577,0.349829997,0.216112174,0.392969272,0.856174069,0.948649,0.0220974989,0.375146192,-0.349402386,0.502147446,0.239614456,0.319986822,0.554637912,0.185496687,0.921561432,0.581151543,0.720974323,0.448700836,-0.596918204,0.310814346,-0.432533963,0.62808576,0.32426909,-0.768838036,0.255375723,0.323858055,0.989891956,0.572041701,-0.519993164,-0.257865268,-0.714354315,0.770183727,0.577899536,-0.299456424,0.840609741,0.281443551
Field CA1,0.78273786,-0.0410531958,0.52590335,-0.207310581,0.846061829,0.721567062,0.795202949,0.733288021,0.872917295,0.772197418,-0.583073116,0.827669079,0.658082908,0.774533394,-0.822723198,0.759669906,-0.563257305,0.710965677,0.85450377,0.911788452,-0.374064538,0.845482749,0.98532736,-0.725557619,0.290219242,0.369843102,0.473393825,0.658206862,0.825885962,0.779405367,0.949418001,-0.191394209,0.986142464,0.824963974,0.486611812,0.927289629,0.972426106,0.943557608,0.311052652,0.882841368,0.904530949,0.854954526,0.599064169,0.910135227,-0.615505807,-0.973357458,0.504982493,-0.256351195,0.796085624,-0.619249041,-0.795004607,-0.579156414,0.163524933,0.962469375,0.97983253,-0.154643585,0.0652666766,-0.337918712,0.938069729,0.982201593,0.957169626,0.920661985,0.342686802,1,-0.848141872,0.736723861,0.390773144,0.875011048,0.777253581,0.861553654,-0.0329239992,-0.243868989,0.917034879,0.93859813,0.922143616,0.196767111,0.351149211,0.925945433,-0.289431651,-0.196075476,0.802477699,0.773719747,0.833181039,0.855612709,0.827565772,0.515358594,0.991748704,0.999678706,0.997442081,0.982817936,0.792376621,0.71442874,0.139277501,0.819515655,0.933344261,0.746335064,-0.058272011,0.993262549,0.987595719,0.186356194,-0.80151969,0.674640787,0.865541408,0.851930478,0.472537082,0.120483101,0.996290479,0.60466557,0.113316563,-0.758708212,-0.455985377,0.971400203,0.987429181,0.393222293,0.963671523,-0.7926219,0.790911206,-0.883274812,0.419778782,-0.155091765,-0.991966298,0.456062799,-0.6969808
Medial habenula,-0.913402843,-0.493959275,-0.896511046,-0.302546565,-0.461448782,-0.407361995,-0.705528496,-0.93671378,-0.989929542,-0.555858973,0.158226972,-0.983520417,-0.851687647,-0.545249946,0.44654786,-0.43046457,0.221392345,-0.972198596,-0.647566487,-0.638605621,-0.124332925,-0.524474626,-0.839487672,0.45502365,0.156744331,-0.395798955,-0.512962601,-0.233649409,-0.645280264,-0.717497737,-0.658624703,-0.267715452,-0.896843079,-0.419444734,-0.553734447,-0.806129275,-0.874691269,-0.807374496,-0.396215651,-0.773400649,-0.762568341,-0.727957683,-0.918247461,-0.628645659,0.529974446,0.759806114,-0.111724245,0.662358462,-0.384944808,0.475111994,0.368550499,0.0595612762,-0.617114383,-0.853161523,-0.784830151,-0.137039402,-0.551634804,0.194415869,-0.616403508,-0.808121773,-0.667321693,-0.601005816,-0.0271443732,-0.848141872,1,-0.882979235,-0.322037514,-0.48583344,-0.560144405,-0.632813884,-0.499000418,-0.0846541477,-0.797760075,-0.674224469,-0.756216144,-0.311397829,0.0701179733,-0.658396415,0.630249179,0.416739564,-0.799255209,-0.348894701,-0.446945996,-0.999897915,-0.619913744,-0.386988439,-0.842421246,-0.840231572,-0.8116833,-0.929166431,-0.367853913,-0.307851444,0.0399059378,-0.546464814,-0.615945435,-0.738428654,-0.167396463,-0.89223155,-0.773115778,-0.385486942,0.663047125,-0.334837526,-0.469883646,-0.479306384,0.0564065045,0.0325906572,-0.818335073,-0.88950276,0.42612347,0.730822318,0.476071379,-0.94709287,-0.912512028,-0.136463487,-0.777193671,0.845020277,-0.936486347,0.551291399,0.107755956,-0.00561016398,0.906867322,-0.412269019,0.541757222
Presubiculum,0.996882781,0.434859584,0.792495743,0.463703862,0.493023001,0.0739956672,0.331484273,0.67479546,0.932104496,0.762475991,0.117454524,0.953281246,0.515782484,0.747527064,-0.228103912,0.123933017,0.13482871,0.907465607,0.32478393,0.396647123,-0.0600241052,0.262358152,0.809350941,-0.0972929588,-0.42908764,0.777501902,0.852307339,0.391443777,0.817494301,0.915591731,0.634168862,-0.00415328454,0.725658838,0.44332481,0.098081203,0.526587902,0.662326264,0.546515406,0.780843072,0.453935866,0.462276827,0.38929201,0.722831769,0.685891756,-0.0913100704,-0.566231694,-0.211144729,-0.822407158,0.440059395,-0.77559552,-0.216879717,-0.0171727422,0.374307059,0.619977114,0.763656944,0.530520747,0.343361741,0.269498406,0.561317689,0.615430405,0.526731671,0.422511033,0.383769961,0.736723861,-0.882979235,1,-0.152237901,0.416994058,0.763156836,0.76636589,0.506382887,-0.285996818,0.507839893,0.458848297,0.835470684,0.719411695,0.214697845,0.428552612,-0.859439769,0.0279999992,0.959626768,0.167984159,0.494932374,0.882181768,0.787287104,0.73292699,0.671725478,0.71968782,0.689080888,0.793794388,0.20740099,0.447178736,0.399971436,0.232790701,0.461559612,0.349036604,0.583400515,0.745797955,0.621774398,0.760807151,-0.29512307,0.553756211,0.416106056,0.521943284,-0.156182849,-0.485089567,0.676742001,0.623593549,-0.338635639,-0.343797911,-0.827810033,0.85142739,0.829373554,0.502697872,0.793125895,-0.984381401,0.662643168,-0.601655412,-0.00501086535,0.458873757,-0.803472076,0.77605478,-0.134708965
Subparaventricular zone,-0.0768392036,0.00795080561,0.208628175,-0.443377735,0.132522093,0.817614178,0.865112447,0.580179736,0.216040681,-0.253780277,-0.705701526,0.148000297,0.716526836,-0.242454774,-0.618338118,0.773255684,-0.845110675,0.178885705,0.795370032,0.65756648,0.213172619,0.696783412,0.227975607,-0.85766955,0.661476325,-0.701299746,-0.605939419,-0.13448456,-0.185393693,-0.265514377,0.239372367,0.418588696,0.494158817,0.148599714,0.951209084,0.704521081,0.574642299,0.673045811,-0.726759274,0.774290343,0.745969168,0.811343723,0.408328571,0.0716008143,-0.965457329,-0.560011312,0.781121865,0.355033565,0.0842309935,0.473704493,-0.492904912,-0.265301465,0.413373904,0.616295119,0.218984559,-0.850207343,0.325268035,-0.986380382,0.303769676,0.552004406,0.468263283,0.543137681,-0.590735818,0.390773144,-0.322037514,-0.152237901,1,0.334639691,-0.245834187,-0.0952070065,-0.120795782,0.629924609,0.723066672,0.607540418,0.00804624334,-0.794643391,-0.428375295,0.634735597,0.473570334,-0.85889555,-0.199375811,0.546944077,0.0987732923,0.325917686,-0.170485811,-0.580803602,0.505467029,0.410089761,0.418836136,0.416578069,0.509398726,-0.0936258693,-0.809297006,0.785112597,0.49719688,0.872630617,-0.868022003,0.448834493,0.479325433,-0.748096668,-0.863322867,-0.268303336,0.304957453,0.109356674,0.36448143,0.934693641,0.454458196,0.554063202,-0.0524906135,-0.873569226,0.629037158,0.331399104,0.318768889,-0.613594645,0.142209248,0.170167194,0.622880249,-0.0909110717,-0.0408695251,-0.942602849,-0.361125147,-0.64047298,-0.928364251
Anteroventral nucleus of thalamus,0.464042644,-0.519593947,0.0484517647,-0.611771452,0.978090259,0.808342844,0.657018786,0.348471359,0.538085213,0.776628532,-0.808570481,0.470222408,0.298972256,0.789983016,-0.943923356,0.851213581,-0.71539213,0.286565366,0.809579387,0.91529411,-0.737591719,0.908962207,0.861651422,-0.770650851,0.611857306,0.264419927,0.327189013,0.879915111,0.782613468,0.641081772,0.967202632,-0.569711536,0.80560096,0.981206611,0.282661769,0.787015074,0.801602788,0.813429494,0.167076586,0.741948041,0.788326168,0.736561925,0.1461034,0.932634895,-0.517737328,-0.908408006,0.720225978,0.173764536,0.966077199,-0.601042174,-0.971610275,-0.900495845,-0.300666345,0.80399492,0.902661338,-0.365610118,-0.402030925,-0.363920351,0.985771083,0.879063218,0.967813871,0.966505615,0.554233257,0.875011048,-0.48583344,0.416994058,0.334639691,1,0.780943527,0.851431847,-0.508315146,-0.493353158,0.777319491,0.928115733,0.837148539,0.056441619,0.654099726,0.92109997,0.0873728914,0.0719525208,0.603368933,0.953282534,0.97062724,0.498236228,0.80829939,0.511391774,0.864414123,0.881345411,0.903563296,0.772005866,0.967582173,0.904522658,0.28247053,0.844173573,0.974733525,0.545818347,-0.233291343,0.822465276,0.921355344,-0.0293917231,-0.706343187,0.817189616,0.999436789,0.971931908,0.827902984,0.211959215,0.894908488,0.178924886,0.578206564,-0.573259102,-0.332481872,0.738295997,0.796700748,0.538518365,0.884293087,-0.544664346,0.443384076,-0.95844447,0.794981545,-0.244515544,-0.808585375,0.391130057,-0.642701706
Piriform-amygdalar area,0.764666055,-0.245792694,0.237857227,-0.103920413,0.88293035,0.287899139,0.244549787,0.260277584,0.666564215,0.999966176,-0.267339222,0.652283509,0.101600753,0.999704485,-0.539878922,0.359643818,-0.125902299,0.478784778,0.391875866,0.562538565,-0.690851054,0.490192057,0.866954149,-0.249273934,0.0188464424,0.80880248,0.84245595,0.888961221,0.994299087,0.956765336,0.878826854,-0.632033293,0.672798997,0.859693447,-0.171432109,0.490019904,0.610045311,0.532065354,0.745881926,0.39672839,0.448563103,0.351921368,0.198138951,0.946537768,-0.00221669105,-0.663920245,0.130095819,-0.329601861,0.875650213,-0.967271654,-0.613568233,-0.58651491,-0.280368281,0.577482269,0.885892992,0.294802087,-0.330985603,0.260470686,0.837294599,0.662976922,0.736621513,0.663310368,0.83815844,0.777253581,-0.560144405,0.763156836,-0.245834187,0.780943527,1,0.988262915,-0.152664524,-0.772217692,0.467204576,0.618041974,0.956416546,0.667672553,0.780062315,0.589138689,-0.46368305,0.452122835,0.914098204,0.556921215,0.893004368,0.567737538,0.996345047,0.929935931,0.693388372,0.767175852,0.769148291,0.706834966,0.599514265,0.910389291,0.731303479,0.389227658,0.704823125,0.16132376,0.425179376,0.713727934,0.7308254,0.595457225,-0.270172219,0.960571615,0.793511474,0.899281987,0.421280591,-0.435232402,0.74184694,0.121347406,0.34701287,-0.180269626,-0.847856438,0.740299652,0.783151034,0.880336604,0.917050047,-0.864567923,0.310296748,-0.926661316,0.633890387,0.403778067,-0.76374474,0.879343339,-0.132026638
Ventral medial nucleus of the thalamus,0.779658803,-0.241252299,0.286599725,-0.167541421,0.92445926,0.421372189,0.388912841,0.365684106,0.724969527,0.986973058,-0.379942469,0.700157029,0.22351599,0.988244467,-0.648275998,0.488012591,-0.257993916,0.52822529,0.527368073,0.68008699,-0.66854126,0.610692233,0.92822006,-0.388824772,0.115933708,0.723141663,0.773413427,0.887141029,0.99280835,0.94372986,0.939272779,-0.575796638,0.771586872,0.902611633,-0.0233853909,0.6159218,0.719515675,0.653969455,0.655363261,0.531038745,0.579329471,0.490353368,0.276476319,0.982516244,-0.154934371,-0.770364144,0.251014445,-0.291868084,0.908667386,-0.919556662,-0.703219033,-0.636947012,-0.213787095,0.692328036,0.945303241,0.174359309,-0.279439216,0.114052024,0.906063335,0.768933293,0.829132734,0.7648219,0.764000887,0.861553654,-0.632813884,0.76636589,-0.0952070065,0.851431847,0.988262915,1,-0.165791543,-0.68940311,0.595379574,0.729554717,0.984957378,0.56439848,0.727803768,0.704006984,-0.409934535,0.324653288,0.911496127,0.65343067,0.929424634,0.641113532,0.996740341,0.864219666,0.793393895,0.854083755,0.85696962,0.795050133,0.691392303,0.916168006,0.621598952,0.521614704,0.800366429,0.305922542,0.304696836,0.806335579,0.826492392,0.499072356,-0.414053783,0.941414342,0.859520356,0.937880714,0.482075554,-0.302893577,0.834652257,0.219813174,0.338506397,-0.325210152,-0.774886242,0.816576863,0.857728242,0.805103647,0.965358073,-0.866207723,0.422932891,-0.964036763,0.636704338,0.269323099,-0.844261429,0.804222357,-0.281525901
Inferior colliculus,0.482625959,0.989677195,0.826494135,0.941889012,-0.486705427,-0.464317148,-0.0270326727,0.534426897,0.452269003,-0.15185613,0.700338858,0.519032092,0.479429763,-0.176636137,0.529530353,-0.476521716,0.565513457,0.678985703,-0.221944664,-0.314590381,0.801512523,-0.427839211,-0.00859424299,0.385581107,-0.822965356,0.231878376,0.277593553,-0.588191593,-0.0764395454,0.140898551,-0.291971746,0.759569849,0.0692194796,-0.533783833,0.167101795,-0.0301728754,0.0408090735,-0.0501972642,0.328298008,-0.0286860121,-0.0802482902,-0.0737140694,0.730298343,-0.268173626,0.0826721193,0.174387846,-0.672090504,-0.873859166,-0.545926168,0.0379720826,0.618506273,0.832089338,0.853880454,0.0117614658,-0.101373907,0.591868108,0.895877942,0.274953354,-0.360018521,-0.0969741122,-0.312327893,-0.386875798,-0.427810946,-0.0329239992,-0.499000418,0.506382887,-0.120795782,-0.508315146,-0.152664524,-0.165791543,1,0.476941481,-0.0316243572,-0.284886301,-0.0413230878,0.357234424,-0.640756377,-0.297446902,-0.774038791,-0.37945071,0.250585689,-0.627457408,-0.489925045,0.486587007,-0.128218548,-0.0274803103,-0.0428289967,-0.0492986364,-0.100192757,0.143315957,-0.617416145,-0.5423641,-0.208646949,-0.35500423,-0.374028395,0.111058766,0.498328062,0.0541556907,-0.163350184,0.507564232,0.116432497,-0.410283687,-0.52007154,-0.460048314,-0.891452561,-0.351152904,-0.0897052364,0.652043452,-0.972030715,-0.0771480132,-0.238440976,0.204036097,0.115245607,-0.300396517,-0.0819550369,-0.348809684,0.438368913,0.372731462,-0.861073662,0.356139746,-0.0929810771,0.119977779,0.185417873
Claustrum,-0.256578124,0.595380811,0.355398874,0.246845379,-0.651686795,0.0703724419,0.320320542,0.41205068,-0.054955318,-0.77616232,0.0865834895,-0.0534896036,0.551531052,-0.781138247,0.21128417,-0.000170191308,-0.13132425,0.134934927,0.10964948,-0.104765468,0.874515578,-0.0938912657,-0.372538062,-0.150076918,-0.0253306121,-0.736492391,-0.682786438,-0.846975296,-0.701263167,-0.624500401,-0.502295813,0.933947964,-0.0815324581,-0.651176967,0.692302129,0.0917628944,-0.0149257528,0.04156471,-0.670631693,0.183523828,0.115098137,0.208669353,0.442999332,-0.621416784,-0.487442324,0.151665114,0.0454514443,-0.0175064586,-0.700882474,0.825552253,0.362145293,0.568255904,0.774166419,0.0130532043,-0.43051615,-0.361282917,0.774058221,-0.560524041,-0.474599954,-0.120193452,-0.305925957,-0.25741381,-0.99372074,-0.243868989,-0.0846541477,-0.285996818,0.629924609,-0.493353158,-0.772217692,-0.68940311,0.476941481,1,0.114184712,-0.15005354,-0.55824096,-0.649982314,-0.969268606,-0.124520067,0.16887628,-0.898392278,-0.514162525,-0.304555495,-0.677283722,0.0767920035,-0.717909554,-0.857934414,-0.138167761,-0.235073947,-0.254634494,-0.109395582,-0.344664591,-0.815983416,-0.952194429,0.0448867495,-0.300206574,0.434709329,-0.487778639,-0.136384772,-0.228664591,-0.514993329,-0.264010117,-0.879526446,-0.522043615,-0.661458612,-0.447302966,0.596958626,-0.214907156,0.530435416,-0.66916883,-0.408985706,0.716304399,-0.147176375,-0.218915409,-0.972063704,-0.48123648,0.42528526,0.363090562,0.647265891,-0.775344138,-0.581113164,0.194940263,-0.794461638,-0.346560057
Primary motor area,0.574069185,0.0179905402,0.522197869,-0.305463262,0.668474324,0.875250813,0.971042244,0.826080571,0.767914882,0.459992606,-0.71203842,0.707434172,0.82679282,0.465548447,-0.861003583,0.883844054,-0.764196596,0.640917966,0.976068227,0.954567199,-0.150189891,0.916899776,0.836147763,-0.899309335,0.468068132,-0.018691483,0.102462373,0.406823501,0.533436369,0.473645397,0.801306042,0.0741573734,0.956440672,0.657554356,0.786631792,0.999646674,0.979993804,0.99716928,-0.0693705628,0.996902713,0.998415617,0.990148912,0.659652483,0.699814813,-0.877852435,-0.964472174,0.687816483,-0.0768152147,0.607314804,-0.254837684,-0.781479628,-0.510955267,0.341692961,0.989389723,0.823874428,-0.459548642,0.231671862,-0.67054109,0.81780125,0.971133066,0.90603176,0.907979964,-0.020921006,0.917034879,-0.797760075,0.507839893,0.723066672,0.777319491,0.467204576,0.595379574,-0.0316243572,0.114184712,1,0.954155309,0.691439014,-0.183155879,0.0465093763,0.955980625,-0.0452855505,-0.538725503,0.524772006,0.788723676,0.643968125,0.804474145,0.538830272,0.130877333,0.960446812,0.924473337,0.924289903,0.923494355,0.786759259,0.468800517,-0.258417306,0.939338763,0.898011799,0.944077445,-0.399504147,0.941304962,0.940427156,-0.163766432,-0.970900885,0.368867486,0.756748973,0.663976457,0.471753526,0.481854743,0.939448464,0.723845223,0.0174419755,-0.952192914,-0.0775736461,0.880567652,0.88299006,0.0127332889,0.779178083,-0.534631244,0.883424658,-0.683367372,0.256834686,-0.510966651,-0.903845124,0.0672282733,-0.917922154
Anterodorsal nucleus,0.521736173,-0.256438617,0.303135708,-0.499043325,0.847553327,0.913865043,0.88808712,0.636605035,0.67835653,0.611626679,-0.823656013,0.608235199,0.621354105,0.622076983,-0.961875702,0.936985703,-0.812207781,0.48283691,0.963767033,0.997214794,-0.438255995,0.977771793,0.879325953,-0.909560282,0.596690337,0.0758918027,0.17596252,0.646218298,0.656624573,0.548262872,0.916616294,-0.224442006,0.930315734,0.844788887,0.609503549,0.957617594,0.945897907,0.967646583,-0.00134076983,0.93813776,0.960628257,0.934618981,0.436744641,0.835734516,-0.776918714,-0.991717534,0.771582989,0.0755914137,0.807100498,-0.402511804,-0.92697953,-0.737840131,0.047921071,0.954837578,0.893493506,-0.479769913,-0.0657801791,-0.595065599,0.939045468,0.979478428,0.986105946,0.991766376,0.231075866,0.93859813,-0.674224469,0.458848297,0.607540418,0.928115733,0.618041974,0.729554717,-0.284886301,-0.15005354,0.954155309,1,0.778072048,-0.12024395,0.327828348,0.99927035,0.055721821,-0.296257353,0.559464853,0.925107776,0.828958992,0.68423993,0.67356392,0.286421146,0.963262248,0.946973882,0.958883707,0.890951125,0.928758079,0.693002266,-0.0435078102,0.962221748,0.98767026,0.818076386,-0.382992865,0.92807954,0.980455603,-0.15109339,-0.913146811,0.58539241,0.915330556,0.840476209,0.687973813,0.418372387,0.964642536,0.496343006,0.30114678,-0.836289572,-0.164468158,0.84595045,0.876179195,0.238372685,0.856056707,-0.536462101,0.717186435,-0.842033716,0.533748236,-0.450294762,-0.895810751,0.188466147,-0.858476424
Mediodorsal nucleus of thalamus,0.854874266,-0.1040248,0.435811812,-0.0908826668,0.889996025,0.463772778,0.498832658,0.520326649,0.830598998,0.954243178,-0.374144987,0.80647646,0.384125603,0.953392728,-0.66157926,0.52459262,-0.28601907,0.657654271,0.603758292,0.72948976,-0.541682556,0.647339098,0.973702284,-0.446698015,0.0818868673,0.685012981,0.754495557,0.80476467,0.979323182,0.950438367,0.945960593,-0.427896178,0.857576819,0.862959904,0.116408186,0.710334192,0.810251077,0.742443935,0.626495922,0.632484197,0.670932862,0.58908878,0.436209651,0.972937192,-0.264462994,-0.829648645,0.255866147,-0.378944609,0.859527367,-0.874781925,-0.689591937,-0.563657125,-0.0457423191,0.783468837,0.976799313,0.158226373,-0.117519803,0.0348325461,0.910256905,0.83824891,0.858704802,0.791625087,0.646153472,0.922143616,-0.756216144,0.835470684,0.00804624334,0.837148539,0.956416546,0.984957378,-0.0413230878,-0.55824096,0.691439014,0.778072048,1,0.529505695,0.598728699,0.753544453,-0.470656928,0.171978318,0.941290488,0.644133401,0.890471666,0.763388558,0.977775308,0.806710438,0.865230197,0.914551695,0.911308478,0.882585908,0.679700104,0.845916671,0.505368953,0.577656743,0.824098242,0.434775284,0.275683256,0.885332992,0.878611259,0.489993083,-0.511514196,0.86912873,0.840090902,0.904655342,0.409323177,-0.244693166,0.894395176,0.385077786,0.200313395,-0.449732351,-0.747587167,0.90278151,0.930557696,0.703461642,0.990631781,-0.912668163,0.570262832,-0.941535824,0.52179797,0.21018573,-0.918827669,0.75922325,-0.374425299
Fundus of striatum,0.665576515,0.221531645,0.316810711,0.559944384,0.246072858,-0.504489806,-0.395862661,-0.00487641435,0.419703427,0.672788318,0.535892043,0.477696467,-0.199477416,0.6565413,0.262624492,-0.440793989,0.651930018,0.418596676,-0.341150569,-0.193621231,-0.229060443,-0.301138832,0.356421822,0.521814537,-0.697371565,0.97775785,0.9560614,0.374302244,0.655936438,0.763850586,0.25104076,-0.335820915,0.111764787,0.205444536,-0.615239097,-0.158218018,0.0161683911,-0.122337375,0.992900642,-0.253742045,-0.225869553,-0.318770259,0.136734736,0.400884727,0.616882262,0.0239044902,-0.650176739,-0.730108596,0.249271806,-0.830117488,0.176999507,0.133404981,-0.0954741234,-0.0386839871,0.338312239,0.906644328,-0.0553585301,0.852037012,0.162705982,0.00918337887,0.0224668551,-0.0929245751,0.682291786,0.196767111,-0.311397829,0.719411695,-0.794643391,0.056441619,0.667672553,0.56439848,0.357234424,-0.649982314,-0.183155879,-0.12024395,0.529505695,1,0.471001096,-0.15807104,-0.842222307,0.64152719,0.739829813,-0.245766515,0.271202291,0.308790036,0.628806351,0.877720121,0.0750944804,0.173137982,0.150043404,0.206059683,-0.194708693,0.37878252,0.835273978,-0.385861395,-0.036336948,-0.396976715,0.95767643,0.157273084,0.0677475915,0.98601392,0.413256747,0.562978424,0.0773589198,0.279469916,-0.310782385,-0.949348512,0.116571746,-0.0251501512,-0.129693584,0.399255057,-0.958675067,0.2996803,0.299011975,0.767777525,0.410150227,-0.730076163,-0.0377911324,-0.33886821,0.0693529976,0.937933424,-0.253813963,0.93972462,0.557865873
