,Olfactory tubercle,Pons,Nucleus accumbens,Pons motor related,Subthalamic nucleus,Dorsal auditory area,Primary somatosensory area mouth,Perirhinal area,Lateral preoptic area,Central medial nucleus of the thalamus,Entorhinal area medial part,Medial septal nucleus,Ectorhinal area,Lateral hypothalamic area,Basolateral amygdalar nucleus,Anteroventral preoptic nucleus,Central amygdalar nucleus,Agranular insular area,Diagonal band nucleus,Supplemental somatosensory area,Piriform area,Ventral auditory area,Orbital area lateral part,Intercalated amygdalar nucleus,Primary auditory area,Substantia innominata,Lateral septal complex,Posterior hypothalamic nucleus,Anterior hypothalamic nucleus,Bed nuclei of the stria terminalis,Orbital area ventrolateral part,Gustatory areas,Taenia tecta,Zona incerta,Subiculum,Dorsal peduncular area,Primary visual area,Visceral area,Midbrain reticular nucleus,Infralimbic area,Temporal association areas,posteromedial visual area,Medial geniculate complex,Ventral tegmental area,Tuberal nucleus,Parasubthalamic nucleus,Retrochiasmatic area,Suprachiasmatic nucleus,Anteroventral periventricular nucleus,Culmen,Endopiriform nucleus,Entorhinal area lateral part,Lateral visual area,Anterolateral visual area,Caudoputamen,Pedunculopontine nucleus,Agranular insular area ventral part,Periaqueductal gray,Dorsal part of the lateral geniculate complex,Retrosplenial area dorsal part,Frontal pole cerebral cortex,Primary somatosensory area upper limb,Anterior amygdalar area,Field CA1,Medial habenula,Presubiculum,Subparaventricular zone,Anteroventral nucleus of thalamus,Piriform-amygdalar area,Ventral medial nucleus of the thalamus,Inferior colliculus,Claustrum,Primary motor area,Anterodorsal nucleus,Mediodorsal nucleus of thalamus,Fundus of striatum,Magnocellular nucleus,Medial preoptic area,Postsubiculum,Paraventricular nucleus of the thalamus,Anterior cingulate area dorsal part,Medial preoptic nucleus,Reticular nucleus of the thalamus,Prelimbic area,Dorsomedial nucleus of the hypothalamus,Cortical amygdalar area,Secondary motor area,Field CA3,Field CA2,Interpeduncular nucleus,Ventrolateral preoptic nucleus,Globus pallidus external segment,Periventricular zone,Orbital area medial part,Primary somatosensory area lower limb,Agranular insular area posterior part,Parasubiculum,Lateral posterior nucleus of the thalamus,Primary somatosensory area trunk,Substantia nigra compact part,Cortical amygdalar area posterior part,Ventromedial hypothalamic nucleus,Central lateral nucleus of the thalamus,Parataenial nucleus,Periventricular hypothalamic nucleus posterior part,Median preoptic nucleus,Dentate gyrus,Anterior cingulate area ventral part,Posterior amygdalar nucleus,Lateral amygdalar nucleus,Retrosplenial area ventral part,Posterior complex of the thalamus,Lateral dorsal nucleus of thalamus,Substantia nigra reticular part,Ventral anterior-lateral complex of the thalamus,Olivary pretectal nucleus,Paraventricular hypothalamic nucleus,Precommissural nucleus,Lateral habenula,Superior colliculus motor related,Medial pretectal area,Medial amygdalar nucleus,Superior colliculus sensory related
Primary somatosensory area upper limb,0.308386946,-0.621793315,-0.509531447,-0.84382677,0.23565331,0.363284296,0.561183082,0.84229776,0.0963157658,0.21679892,0.675616663,-0.749902161,-0.235291669,0.0785111726,-0.189273038,0.353820571,-0.510686072,-0.369762428,0.045320698,0.66884188,-0.113261212,0.364586863,0.125058509,0.56992737,-0.361113609,-0.108409867,-0.452362891,-0.739984407,-0.801342151,-0.122340735,0.251523315,-0.358166776,0.521825444,0.374123099,-0.203779443,0.298574324,0.695825386,0.558548121,-0.456553169,0.0548513932,0.52369332,0.888585564,-0.186901766,-0.732326485,-0.303474269,-0.57151102,-0.0850663301,-0.0687541212,-0.112971442,-0.87097979,0.390081286,0.407853927,-0.663087558,-0.427123869,0.665661484,-0.347541347,-0.571080297,-0.928348211,0.776572609,0.872199438,0.290082591,1,-0.36838123,0.733280621,-0.608918953,-0.784792196,-0.610353307,0.712491112,-0.43199947,0.115958533,0.119264489,-0.189713509,0.869040941,0.647998048,0.640045635,0.0931502146,-0.5547827,-0.347888665,-0.606027393,-0.260711769,-0.74384932,-0.302117251,0.926175895,0.0565125579,-0.594500614,-0.349711856,0.770196296,0.496746224,0.530589302,-0.579062205,-0.093300574,0.590265785,-0.515058972,-0.299170239,0.952517568,0.605245792,-0.649878808,0.682860508,0.976002371,-0.568981325,-0.409409462,-0.336404057,0.558642341,0.0202980765,-0.155383571,0.0735805652,0.293342557,-0.783824401,-0.281665597,0.578365346,-0.677849774,0.58097919,0.847183604,-0.478191595,0.557433653,-0.478562831,-0.4470146,-0.725376926,0.627738881,-0.718672194,-0.74630515,0.164085075,-0.876542193
Anterior amygdalar area,0.656437834,0.890244895,0.832191962,0.651478224,0.76340167,0.280856993,0.29546417,-0.349002065,0.758177355,0.374713195,0.0512846784,0.53084963,0.675325914,0.855012914,-0.199466006,0.489120699,0.687063235,0.502398762,0.753066862,0.290106373,0.843325652,0.0598650919,-0.664725944,0.451821129,0.181608534,0.901412744,0.67385541,0.574951515,0.7723256,0.875235039,-0.550882881,0.782750959,-0.508037745,0.72104341,0.9563492,-0.6058004,-0.785858877,0.407856366,0.895281026,-0.342040622,0.471110803,-0.666902023,0.636303145,0.82356722,0.9749111,0.701468874,0.883942557,0.469511858,0.504489169,0.712920599,-0.262666821,0.296603131,0.299492794,-0.150321631,0.444356454,0.634849232,0.813172496,0.63374881,-0.392238797,-0.35004295,-0.40665156,-0.36838123,1,-0.240094261,0.298347534,0.768999335,0.44103497,0.282933362,0.654352042,0.739170749,-0.246978847,0.862333895,-0.441905923,0.252796459,0.37711924,0.813104823,0.971361206,0.958867185,0.829947018,0.407164074,0.88113102,0.912016716,-0.0122405935,-0.161140387,0.705402934,0.890556267,-0.482912818,-0.103031218,-0.403501785,0.279778494,0.800737589,-0.0442690254,0.327857474,0.502023652,-0.508560586,0.437770796,0.659467732,0.346595792,-0.418572394,0.808275394,0.853494594,0.974581439,0.563942556,0.634201037,0.416614349,0.391829091,0.198348702,0.63437073,0.897867434,-0.257646409,0.890492747,0.454164921,0.153628983,0.82668841,0.17952269,0.34123112,0.340015934,0.45285623,0.132055679,0.63239383,0.212330173,0.229001767,0.709115656
Field CA1,-0.0627962023,-0.655715756,-0.637856779,-0.856573035,0.0698281726,0.794146272,0.227767376,0.496832246,0.197402808,-0.391856412,0.881354458,-0.925219535,-0.216155706,0.144597104,0.358208042,-0.155327602,0.0509489824,-0.808935478,-0.319496264,0.502137117,-0.371433741,0.851404804,-0.396901048,0.718769362,0.318489266,0.187993492,-0.744445359,-0.896058378,-0.36303223,-0.181333989,-0.356552023,-0.642838776,0.0171566859,0.249778322,-0.0306565784,-0.0292454456,0.609909406,0.210829975,-0.0349646635,-0.40547556,0.608473109,0.522276291,0.343478132,-0.669114093,-0.246147216,-0.4738193,-0.275773676,-0.620566688,-0.646845418,-0.563369661,0.0261107104,0.792554458,0.0221849299,0.198920098,0.458903707,0.236596096,-0.734250677,-0.535321298,0.328363064,0.911784171,-0.40963522,0.733280621,-0.240094261,1,-0.866510087,-0.423098867,-0.953795902,0.307837379,-0.324763797,-0.00137076313,0.700580829,-0.386730726,0.494307924,0.143264666,0.246524816,-0.0170324076,-0.452889257,-0.407656241,-0.230483389,-0.731353338,-0.58218332,-0.421556851,0.629167948,-0.0689337346,-0.825405377,0.0414594758,0.289566589,0.936604337,0.803182452,-0.969900795,-0.367094128,0.795694945,-0.945628198,-0.6144911,0.525862395,0.321407194,-0.0468862039,0.741392327,0.797713747,-0.123472712,0.0234151936,-0.132036702,0.43429449,-0.446075961,-0.703594771,-0.533343556,0.729979594,-0.900282234,0.109007107,0.479708693,-0.62481066,0.587092727,0.746618865,0.0222858239,0.22643811,-0.928138781,-0.915486615,-0.952815746,0.130451456,-0.163820967,-0.871309416,0.549495599,-0.53974575
Medial habenula,0.192949009,0.639527975,0.489284702,0.837916668,-0.0777599309,-0.50419417,0.153990586,-0.653314639,0.156610112,0.361175535,-0.907164535,0.730104802,-0.102679009,0.116149367,-0.0951223463,0.171953071,0.125601274,0.651149402,0.392516723,-0.127456335,0.506985592,-0.888484093,0.171717841,-0.528809796,-0.131355137,-0.0365245432,0.86374074,0.928331736,0.350779504,0.447854178,0.138118106,0.726805181,-0.30305677,-0.110345873,0.0181022583,-0.3596949,-0.772154883,0.100461238,0.0264585476,0.00501390885,-0.619977353,-0.567851787,-0.0832572675,0.513899406,0.211053354,0.7564483,0.272808451,0.541851611,0.591796062,0.393262213,0.389821881,-0.807042931,-0.043483784,-0.080257934,-0.309364287,-0.029195027,0.664009522,0.467105503,-0.512866726,-0.918136236,0.355113107,-0.608918953,0.298347534,-0.866510087,1,0.259306202,0.844176631,-0.0891745926,-0.0243384054,-0.142962167,-0.501449727,0.566929844,-0.621867597,0.0600688187,-0.192684292,-0.0553009656,0.475223463,0.495729031,0.0718216249,0.88551884,0.613248095,0.574484305,-0.525149778,-0.422991667,0.83506647,-0.0753333111,-0.460018842,-0.717313123,-0.468384852,0.812692612,0.281169913,-0.954961904,0.868729653,0.294574236,-0.46869801,-0.0391024558,0.0525927479,-0.625332158,-0.757725498,-0.00589730612,-0.0903189049,0.11035763,-0.248593096,0.548414558,0.774594748,0.504203609,-0.859074163,0.806201368,0.0272986193,-0.0150745091,0.542436784,-0.579923312,-0.61195714,-0.0347203849,-0.44736378,0.865071552,0.824456934,0.943762908,0.179197112,0.267962511,0.968507125,-0.117381539,0.583892495
Presubiculum,0.0779946912,0.789451673,0.753082832,0.739902634,0.321931971,0.00901651037,-0.374853308,-0.576105875,0.257527873,-0.0471976778,-0.15118326,0.674446237,0.696526565,0.365465807,-0.0107631577,-0.0245433476,0.714178197,0.394551615,0.276454267,-0.35967978,0.395211031,0.0800764464,-0.506108768,-0.00732871047,0.379605993,0.609582389,0.423574728,0.573552769,0.947816956,0.411343582,-0.51987509,0.475749689,-0.526655674,0.170679396,0.733013262,-0.378319326,-0.693440484,-0.269406145,0.878558411,-0.158894902,0.116559988,-0.859981419,0.495982738,0.905513178,0.757205558,0.527378491,0.511540253,0.171112153,0.202617966,0.984932276,-0.678949401,0.159991072,0.693143968,0.223453058,-0.148383936,0.607509174,0.708929744,0.929922532,-0.595615806,-0.542979223,-0.57231032,-0.784792196,0.768999335,-0.423098867,0.259306202,1,0.457465729,-0.373256465,0.809204371,0.449464586,-0.113878648,0.432463455,-0.670236713,-0.391606721,-0.18839959,0.464896462,0.83694535,0.654180576,0.968254116,0.103100101,0.872085921,0.549672834,-0.536082513,0.118406395,0.583140872,0.837459886,-0.667791248,-0.235368125,-0.556402287,0.357392038,0.483031996,-0.0993488577,0.301752062,0.501827812,-0.867995608,-0.231084993,0.864712378,-0.105035646,-0.727300474,0.94742711,0.871652064,0.812694701,-0.0252624738,0.16196957,0.0883272272,0.0197721608,0.228794135,0.713438607,0.717076989,-0.687653815,0.879600453,0.0458169717,-0.353517034,0.874387906,-0.0975031047,0.28102587,0.277360775,0.492277357,-0.51602152,0.802402908,0.327317149,-0.0409580902,0.871778811
Subparaventricular zone,0.354198368,0.79297671,0.801253153,0.873614754,0.22551496,-0.700499817,-0.0117875995,-0.373299437,0.0124172291,0.617076686,-0.742979899,0.956376464,0.387317037,0.10058276,-0.535334695,0.429569787,-0.0283302593,0.938207753,0.587085326,-0.282365691,0.616234934,-0.806070468,0.298167126,-0.492939535,-0.427766757,0.014148475,0.871669146,0.924279386,0.375896668,0.402945308,0.327320505,0.8241256,0.0173702529,0.0475001967,0.253757072,-0.0244921266,-0.674889044,0.0445100157,0.15913898,0.393452642,-0.365582226,-0.488963644,-0.269710494,0.762431886,0.467671936,0.530349476,0.541144927,0.810565437,0.834237636,0.569046821,-0.0114383336,-0.658265491,-0.146455228,-0.410232388,-0.173740263,-0.199447312,0.877144836,0.488871859,-0.218574232,-0.834357492,0.429752401,-0.610353307,0.44103497,-0.953795902,0.844176631,0.457465729,1,-0.0442302617,0.440546314,0.268498878,-0.825420036,0.611188432,-0.391587414,0.109568249,0.0401293846,0.295425216,0.611113107,0.618906185,0.319074499,0.836837037,0.66637184,0.63046099,-0.411391287,0.0813561433,0.932961443,0.10907889,-0.205571113,-0.924655887,-0.863448364,0.983311331,0.62081882,-0.694376942,0.985529658,0.756744598,-0.432671625,-0.0521017501,0.0393530067,-0.507876539,-0.698373835,0.203875367,0.101271487,0.329658857,-0.147774202,0.681913193,0.848504721,0.732933521,-0.64671184,0.941504177,0.0461831227,-0.455614618,0.745535386,-0.329902988,-0.519690757,0.0686780069,-0.00337089387,0.980838943,0.978541475,0.958478982,0.0738836267,0.131866882,0.782496955,-0.518713389,0.524819378
Anteroventral nucleus of thalamus,0.874609191,0.0870773102,0.139367373,-0.236270525,0.725746156,0.314640568,0.914216547,0.548366427,0.60405438,0.705146682,0.41742394,-0.214823602,0.109777721,0.63502844,-0.462610617,0.840643841,-0.203736603,0.207309539,0.712521555,0.899648446,0.613646715,0.0350218144,-0.110024582,0.688704156,-0.457943258,0.360802589,0.26932741,-0.10995799,-0.370733612,0.56605385,0.102319805,0.389367936,0.251205009,0.833964527,0.330416286,-0.106801262,0.0323915991,0.963009332,-0.0276856009,-0.0622767348,0.628382469,0.440810797,0.0544424328,-0.137748754,0.321105598,0.0460429376,0.573880973,0.501285568,0.4882146,-0.445058813,0.476010722,0.273871063,-0.689785721,-0.704442671,0.932142459,-0.114351718,0.128334327,-0.545559104,0.518038586,0.417116997,0.326236919,0.712491112,0.282933362,0.307837379,-0.0891745926,-0.373256465,-0.0442302617,1,-0.108247151,0.546834798,-0.301367751,0.551051015,0.538014095,0.981635631,0.938228426,0.596435195,0.127357816,0.384784155,-0.20803517,0.359165564,-0.0978872549,0.445726348,0.882314296,-0.163427733,0.110192636,0.0567132643,0.480636283,0.151631697,0.125491676,-0.110185894,0.532232736,0.248168557,0.0168192325,0.135763837,0.653712606,0.971541834,-0.40772852,0.731512122,0.586592996,-0.220533517,-0.0445724022,0.222179361,0.893269866,0.686565813,0.455729729,0.607926811,0.059843221,-0.172979873,0.172983237,0.495096469,-0.0249510358,0.709826134,0.829392665,-0.129210345,0.625074546,0.0673776802,0.0904324884,-0.149558026,0.927083101,-0.414781147,-0.328255523,0.209051549,-0.390862329
Piriform-amygdalar area,0.286968359,0.659306838,0.812774685,0.474230361,0.584929259,-0.174605405,-0.345443997,-0.0104531637,0.0512054046,0.294839181,0.125264211,0.640952323,0.973953539,0.260153395,-0.514144246,0.323772531,0.265999721,0.563871721,0.432429624,-0.321705772,0.406275366,0.153069455,-0.192757135,0.0936863018,-0.113519916,0.465625577,0.284144968,0.33552954,0.58946544,0.247852104,-0.117223175,0.423984451,0.0366864161,0.342347027,0.738927097,0.118997727,-0.318657544,-0.156726172,0.692093594,0.312765513,0.40291142,-0.414316905,0.116496631,0.818767323,0.773442534,0.0820999007,0.650305384,0.42777021,0.417680003,0.768443094,-0.826274341,0.291887374,0.272407543,-0.267289564,0.128123717,0.190312216,0.675712177,0.559688363,-0.011514951,-0.20718207,-0.258895461,-0.43199947,0.654352042,-0.324763797,-0.0243384054,0.809204371,0.440546314,-0.108247151,1,0.768421702,-0.436362645,0.354252811,-0.124243986,-0.118223492,0.206386542,0.715521976,0.675496489,0.566514737,0.857135413,0.0285801157,0.589541558,0.432298147,-0.139988745,0.609322495,0.469229258,0.729667082,-0.103237665,-0.349767948,-0.758433193,0.388914621,0.705724609,0.249047914,0.305149401,0.818579099,-0.450345874,-0.0840287685,0.497050981,0.124514333,-0.338297285,0.803817757,0.751278032,0.761906638,0.164301313,0.290860128,0.159896952,0.298395828,0.38768235,0.569917464,0.483747685,-0.867248302,0.761954679,0.359500754,-0.0513254445,0.650999262,0.46968736,0.294948477,0.336120576,0.301394932,-0.368494812,0.322544322,-0.0320047156,-0.439455896,0.446652131
Ventral medial nucleus of the thalamus,0.783723502,0.580671702,0.737789953,0.203420093,0.961756497,0.134167605,0.291858088,0.34659677,0.458863368,0.642846861,0.440645262,0.341499112,0.88758914,0.650536574,-0.675672985,0.77634276,0.141184786,0.537219635,0.788321947,0.329757693,0.707683135,0.234997079,-0.298969659,0.579726983,-0.324289858,0.665636273,0.356913038,0.155080659,0.274581493,0.568395205,-0.100707435,0.559758954,0.154306861,0.839887419,0.855896092,0.00119104366,-0.22619166,0.481624172,0.601544483,0.165043554,0.790948267,-0.0664633308,0.196003839,0.575289715,0.858745572,0.0851863091,0.898367019,0.614994246,0.598110215,0.356368799,-0.415662642,0.498102201,-0.164069712,-0.626908611,0.726301713,0.146817559,0.606935427,0.122200623,0.308890437,0.146487009,-0.0836139599,0.115958533,0.739170749,-0.00137076313,-0.142962167,0.449464586,0.268498878,0.546834798,0.768421702,1,-0.484367364,0.626930474,0.240887921,0.509870167,0.770426742,0.987719368,0.642193515,0.707799244,0.609201826,0.185231578,0.420095258,0.628582071,0.467196107,0.394118257,0.410120396,0.689975114,0.202040479,-0.113664325,-0.497320662,0.176612785,0.906400816,0.429874285,0.18708829,0.725585344,0.0381722262,0.559516157,0.201280363,0.627404475,0.123036402,0.566965636,0.644289069,0.801888196,0.737148053,0.636715342,0.354641144,0.575209965,0.43973919,0.315118606,0.56158977,-0.393359502,0.602701512,0.800087403,0.529751271,0.50943463,0.791542203,0.210950616,0.25996613,0.0913437257,0.262208892,0.0392385629,-0.29572345,-0.175091078,0.12333961
Inferior colliculus,-0.551587112,-0.528835923,-0.689817097,-0.472305514,-0.435236459,0.737052038,-0.143120846,-0.214998448,0.11675736,-0.885914955,0.396958094,-0.732476629,-0.488583004,-0.0296117735,0.905367241,-0.733424102,0.467489517,-0.943280342,-0.681318442,0.0956345917,-0.574068121,0.671560613,-0.552283964,0.296803464,0.84546926,0.131552793,-0.651638772,-0.569900311,0.0803213564,-0.244019669,-0.668400791,-0.681412471,-0.528421689,-0.234247233,-0.179781091,-0.38915821,0.236544413,-0.249492483,0.102464756,-0.722877035,0.0618964447,-0.0422846019,0.581332519,-0.499486096,-0.375385709,-0.0801632641,-0.586841518,-0.949456972,-0.93414354,-0.188961214,-0.00138224851,0.480524601,0.596956518,0.833976419,-0.161957153,0.576213569,-0.691054159,0.00313559235,-0.366776335,0.388853111,-0.719862512,0.119264489,-0.246978847,0.700580829,-0.501449727,-0.113878648,-0.825420036,-0.301367751,-0.436362645,-0.484367364,1,-0.491349882,-0.19343816,-0.445680767,-0.448441753,-0.459536703,-0.340762716,-0.449640022,-0.0702459676,-0.715144498,-0.272312222,-0.455227807,-0.0797161257,-0.416766328,-0.692257035,0.0745716954,-0.368175802,0.872845336,0.850556476,-0.852376507,-0.721186056,0.321055404,-0.851622581,-0.873829428,-0.0928720769,-0.185627846,0.38263785,0.19711913,0.18924616,0.0563757032,0.104834053,-0.185003375,-0.10124617,-0.756148795,-0.847710071,-0.924305895,0.4782342,-0.635092942,0.201308157,0.417782754,-0.474745581,-0.00678073952,0.114585021,0.220839375,-0.499927466,-0.862689958,-0.897379828,-0.641806598,-0.326980718,0.378733733,-0.357800475,0.742288815,-0.008903801
Claustrum,0.850092854,0.857174996,0.781178126,0.658237181,0.742226242,0.0897061914,0.623646269,-0.261510026,0.783033822,0.677504125,-0.175915654,0.548950594,0.424579689,0.839939195,-0.358739088,0.724656207,0.392186053,0.673111463,0.927182202,0.496007766,0.98950576,-0.321513649,-0.383167978,0.341863155,-0.134959212,0.691752405,0.891553272,0.700742296,0.472388495,0.963225733,-0.238558615,0.95174917,-0.334900412,0.745629095,0.737936696,-0.566961348,-0.796645013,0.691857235,0.554749224,-0.231465919,0.292613887,-0.468556349,0.379266051,0.671106699,0.82695107,0.769004911,0.901204,0.728058828,0.765055016,0.424255361,0.194336166,-0.0415022315,-0.118997296,-0.420936975,0.531098215,0.331533694,0.837417838,0.363354093,-0.241557642,-0.429673783,0.0333584095,-0.189713509,0.862333895,-0.386730726,0.566929844,0.432463455,0.611188432,0.551051015,0.354252811,0.626930474,-0.491349882,1,-0.310499781,0.587656042,0.542043857,0.729452602,0.854696632,0.961823292,0.460012855,0.772323475,0.763105243,0.990509912,0.137086442,-0.340315626,0.834123245,0.544364384,-0.291244601,-0.304863265,-0.398591923,0.471089882,0.836732552,-0.324129989,0.576358541,0.494983073,-0.241352657,0.655580771,0.261475081,0.254633827,-0.334794449,0.408387055,0.473359869,0.743155603,0.614243678,0.90793744,0.772569888,0.707841275,-0.211979759,0.661414141,0.638513017,0.0346020528,0.770674337,0.332588006,0.181095389,0.44435819,0.185323101,0.603969033,0.596021999,0.615531632,0.539068862,0.331246834,0.40141326,0.174782625,0.522241613
Primary motor area,0.231751764,-0.566717146,-0.324179527,-0.765026241,0.238965454,-0.0318861401,0.239121124,0.992313586,-0.269430678,0.352357273,0.589514396,-0.482971296,0.0471719939,-0.197410551,-0.52443478,0.409471154,-0.76626265,-0.109936035,0.0392612073,0.305743515,-0.186984982,0.252815895,0.449156098,0.304199498,-0.653120244,-0.323699309,-0.468870651,-0.68138039,-0.8372808,-0.357443265,0.574696646,-0.356344414,0.855936506,0.225764313,-0.238325014,0.706926808,0.816891304,0.299602478,-0.52644371,0.518584213,0.45504305,0.948939902,-0.537680634,-0.564027241,-0.283268423,-0.811189736,-0.0546605099,0.119962544,0.0537590356,-0.729317453,0.0746359917,0.289031993,-0.747037675,-0.631570999,0.507815968,-0.649004678,-0.44133784,-0.889235679,0.981793998,0.799098847,0.481180273,0.869040941,-0.441905923,0.494307924,-0.621867597,-0.670236713,-0.391587414,0.538014095,-0.124243986,0.240887921,-0.19343816,-0.310499781,1,0.516399661,0.613511407,0.152659814,-0.572824664,-0.406125826,-0.51692869,-0.278165241,-0.763704845,-0.407364053,0.817518996,0.520825806,-0.515455088,-0.399737748,0.973218847,0.160232411,0.134129298,-0.305935173,0.0324898453,0.632962524,-0.311305339,0.0702308618,0.925372703,0.352581167,-0.749785405,0.495717431,0.903441919,-0.524510519,-0.433159352,-0.358391134,0.356600959,0.0165483665,-0.0912115903,0.219891384,0.2774682,-0.619563224,-0.489048988,0.142475344,-0.578608928,0.50880382,0.669686464,-0.558694229,0.773382644,-0.286442747,-0.228611029,-0.61206265,0.405031118,-0.888166861,-0.742347374,-0.327665488,-0.931141987
Anterodorsal nucleus,0.88664986,0.141687801,0.198539533,-0.138139244,0.685858639,0.14261492,0.907131999,0.5170834,0.532482124,0.80215393,0.254511041,-0.0899819889,0.090934631,0.566010635,-0.549916407,0.885905367,-0.298541159,0.341941867,0.756790649,0.8333471,0.653082118,-0.1508412,0.0325847919,0.541765394,-0.576534943,0.256190121,0.380210013,0.0144234045,-0.400376531,0.559530118,0.240390307,0.475825162,0.31530858,0.769668432,0.262764716,-0.0503936125,-0.0163320597,0.950789509,-0.114615931,0.0504922494,0.496294508,0.430119645,-0.0775532128,-0.0916205939,0.296631945,0.0815495839,0.584200784,0.621736864,0.609971315,-0.433057719,0.537424284,0.0941376657,-0.776739911,-0.782321454,0.859072672,-0.236464676,0.210115987,-0.537699757,0.524638039,0.289252697,0.479210884,0.647998048,0.252796459,0.143264666,0.0600688187,-0.391606721,0.109568249,0.981635631,-0.118223492,0.509870167,-0.445680767,0.587656042,0.516399661,1,0.916835793,0.559678424,0.133698216,0.402560915,-0.261510701,0.501779529,-0.0712238236,0.4765414,0.81572084,-0.149708965,0.222100496,-0.0400850549,0.502252122,-0.0241381851,0.00853893056,0.0582495767,0.566619992,0.0993653802,0.18542506,0.22178339,0.642865141,0.932926486,-0.495817218,0.592929429,0.503234719,-0.295233955,-0.141572235,0.166182783,0.810658204,0.768527248,0.59766613,0.726207315,-0.113540513,-0.0599019512,0.071521157,0.461055114,0.0139901892,0.590295696,0.717038798,-0.228869745,0.602055404,0.23477066,0.256643768,-0.00386779152,0.957772271,-0.474522742,-0.187246156,0.0883958413,-0.377103791
Mediodorsal nucleus of thalamus,0.90193759,0.188703049,0.329143281,-0.188628466,0.866976666,0.203990634,0.731747597,0.657585709,0.492065793,0.782743892,0.506092019,-0.0624680615,0.419857413,0.600369226,-0.672785948,0.918571571,-0.237916214,0.351163183,0.773508343,0.73590175,0.636591632,0.117253953,-0.0688363945,0.681615185,-0.563989305,0.401940499,0.247392736,-0.106329429,-0.288823084,0.509781325,0.164407928,0.41728994,0.392607833,0.879288705,0.481653291,0.0781384422,0.0727553549,0.846562211,0.0989932901,0.148241842,0.757689522,0.425464719,-0.020304671,0.0437176831,0.478663456,-0.0805014444,0.703823387,0.605887244,0.579056197,-0.273780505,0.16541926,0.378347461,-0.657330706,-0.823581814,0.947156403,-0.16407145,0.254614943,-0.459134679,0.63071569,0.438318474,0.297987504,0.640045635,0.37711924,0.246524816,-0.192684292,-0.18839959,0.0401293846,0.938228426,0.206386542,0.770426742,-0.448441753,0.542043857,0.613511407,0.916835793,1,0.780449698,0.225597591,0.446823161,-0.00182908611,0.279826489,-0.0335294049,0.457055931,0.873863118,0.151239127,0.159645311,0.207867882,0.567409684,0.0396279805,-0.117636175,-0.0178385975,0.702633797,0.406837046,0.0651661339,0.401840336,0.595780046,0.886008313,-0.338111258,0.764764497,0.565611522,-0.0325624816,0.120065128,0.372877808,0.896551469,0.702614807,0.441332011,0.675523427,0.220296291,-0.0746379422,0.213158008,0.176383101,0.120958127,0.825431298,0.826745575,-0.00979889109,0.840678496,0.110622128,0.154744282,-0.138211806,0.768011498,-0.424915988,-0.427035309,-0.0261566834,-0.367818101
Fundus of striatum,0.843175105,0.645631297,0.759564075,0.267979956,0.98464884,0.199144455,0.393993638,0.254641796,0.584316025,0.655413527,0.396533663,0.350393613,0.836768202,0.755388068,-0.614438204,0.797796152,0.231045351,0.543659549,0.848506846,0.419899236,0.794527771,0.19602417,-0.383641433,0.620752038,-0.263440217,0.744549028,0.44964526,0.229519981,0.332046225,0.689020293,-0.182612072,0.642203715,0.0388927948,0.894927109,0.898487091,-0.141296723,-0.337961217,0.569003808,0.648645799,0.0460825486,0.779483374,-0.142127922,0.292276514,0.600783294,0.903725042,0.221131949,0.944356946,0.630582331,0.623633081,0.373327578,-0.31823249,0.476173876,-0.142667556,-0.594947532,0.760183741,0.234547789,0.654154413,0.165356773,0.213108524,0.085506741,-0.112255722,0.0931502146,0.813104823,-0.0170324076,-0.0553009656,0.464896462,0.295425216,0.596435195,0.715521976,0.987719368,-0.459536703,0.729452602,0.152659814,0.559678424,0.780449698,1,0.714636756,0.79243045,0.619451862,0.271773214,0.498979377,0.728978411,0.458199463,0.247880429,0.478439903,0.72516835,0.10757639,-0.0919544979,-0.452776837,0.182854935,0.927868909,0.347985608,0.216093178,0.679116837,-0.00311491137,0.635915617,0.247184962,0.639731561,0.0729463126,0.58093577,0.670370308,0.848407807,0.789521298,0.704117626,0.414762433,0.595998169,0.385342787,0.357271038,0.64213393,-0.298227392,0.649324138,0.792456082,0.535233516,0.551487457,0.717461598,0.243151265,0.283098306,0.150006332,0.337930826,0.116674954,-0.218738403,-0.0608038706,0.200576179
